backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.551136,0.551136,44,40,0.334723,0.110617,0.158755,0.256325,0.354306,0.414383,0.488623,0.358955,0.115237,0.177095,0.293655,0.347656,0.426132,0.547416,0.024232
efficientnet_b4,all,score_raw,high,0.52524,0.52524,120,104,0.336241,0.111296,0.17433,0.258153,0.336287,0.4108,0.514044,0.349222,0.125338,0.1632,0.257832,0.335087,0.417257,0.580663,0.012981
effort_clip_l14,calibration,score_raw,high,0.611932,0.611932,44,40,0.800008,0.146798,0.621462,0.713721,0.813343,0.901406,0.98582,0.841065,0.176911,0.557513,0.767343,0.919516,0.964628,0.996573,0.041057
effort_clip_l14,all,score_raw,high,0.525641,0.525641,120,104,0.806004,0.186381,0.425172,0.726874,0.853279,0.963063,0.993216,0.826545,0.167421,0.512741,0.73953,0.880842,0.962597,0.994841,0.020541
f3net,calibration,score_raw,high,0.665909,0.665909,44,40,0.478562,0.146949,0.262302,0.398743,0.444342,0.546666,0.716464,0.567808,0.167398,0.279292,0.453562,0.56517,0.708716,0.819724,0.089246
f3net,all,score_raw,high,0.676362,0.676362,120,104,0.483678,0.143757,0.251498,0.401554,0.474586,0.589555,0.714838,0.583398,0.160359,0.336613,0.468328,0.572688,0.705482,0.828955,0.09972
i3d,calibration,score_raw,low,0.449432,0.550568,44,40,0.693976,0.021219,0.648625,0.682664,0.694146,0.712904,0.722033,0.68968,0.025855,0.650099,0.672551,0.689243,0.71357,0.726186,-0.004296
i3d,all,score_raw,low,0.445753,0.554247,120,104,0.697047,0.019981,0.655516,0.686454,0.69924,0.712172,0.724985,0.692164,0.024009,0.656413,0.674245,0.697435,0.712244,0.724264,-0.004884
videomae,calibration,score_raw,high,0.5625,0.5625,44,40,0.457392,0.137128,0.274105,0.362804,0.449004,0.551463,0.6729,0.479728,0.18262,0.168174,0.387597,0.486875,0.624768,0.729802,0.022335
videomae,all,score_raw,high,0.495913,0.495913,120,104,0.456676,0.157077,0.181644,0.350657,0.450906,0.564154,0.688752,0.44922,0.187128,0.070567,0.350031,0.46293,0.564125,0.72827,-0.007456
xception_df40,calibration,score_raw,low,0.451136,0.548864,44,40,0.725536,0.16547,0.399739,0.602245,0.761803,0.845279,0.944947,0.694038,0.179099,0.306021,0.610386,0.715057,0.831098,0.916706,-0.031498
xception_df40,all,score_raw,low,0.475881,0.524119,120,104,0.741435,0.180427,0.395811,0.64107,0.778107,0.884463,0.966705,0.722807,0.194795,0.369475,0.61631,0.768441,0.874823,0.974314,-0.018628
