backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.581567,0.581567,35,31,0.333697,0.091848,0.185273,0.275172,0.335842,0.398002,0.483027,0.358107,0.096819,0.177058,0.311506,0.372247,0.438777,0.495841,0.02441
efficientnet_b4,all,score_raw,high,0.496772,0.496772,88,88,0.340171,0.090376,0.194359,0.275421,0.346303,0.412153,0.483379,0.343181,0.119334,0.153908,0.26889,0.334443,0.419665,0.513574,0.003009
effort_clip_l14,calibration,score_raw,high,0.511521,0.511521,35,31,0.82241,0.128509,0.57471,0.740401,0.806919,0.946602,0.983612,0.818167,0.167652,0.561468,0.716786,0.885836,0.949851,0.986777,-0.004243
effort_clip_l14,all,score_raw,high,0.565857,0.565857,88,88,0.802317,0.15834,0.53104,0.710618,0.83743,0.936863,0.982745,0.829686,0.158376,0.519443,0.722739,0.887106,0.963684,0.992506,0.02737
f3net,calibration,score_raw,high,0.620276,0.620276,35,31,0.492287,0.120661,0.30485,0.404887,0.470692,0.581482,0.684575,0.552571,0.143374,0.337931,0.437332,0.539203,0.647977,0.788841,0.060284
f3net,all,score_raw,high,0.613507,0.613507,88,88,0.498556,0.128053,0.282371,0.417539,0.50096,0.593963,0.706931,0.562739,0.152216,0.338929,0.4502,0.538639,0.642442,0.828294,0.064184
i3d,calibration,score_raw,low,0.447926,0.552074,35,31,0.693091,0.022404,0.648859,0.686159,0.698266,0.707961,0.720019,0.689391,0.022313,0.643764,0.675977,0.696139,0.706403,0.715479,-0.0037
i3d,all,score_raw,low,0.465263,0.534737,88,88,0.695544,0.019965,0.651907,0.685692,0.698245,0.710905,0.7231,0.693035,0.020697,0.651525,0.680378,0.696661,0.709987,0.718709,-0.00251
videomae,calibration,score_raw,low,0.482028,0.517972,35,31,0.463059,0.130602,0.236303,0.388058,0.464618,0.54082,0.657177,0.468155,0.169815,0.230083,0.374747,0.423495,0.625333,0.736362,0.005095
videomae,all,score_raw,low,0.496772,0.503228,88,88,0.453862,0.140914,0.215256,0.357558,0.459838,0.551434,0.661039,0.451672,0.179096,0.144173,0.332053,0.448249,0.572477,0.739285,-0.00219
xception_df40,calibration,score_raw,low,0.440553,0.559447,35,31,0.724359,0.145667,0.46798,0.615251,0.77487,0.823535,0.928517,0.691812,0.151835,0.429996,0.584255,0.70154,0.816112,0.926375,-0.032547
xception_df40,all,score_raw,low,0.486312,0.513688,88,88,0.741693,0.145864,0.466122,0.656814,0.759132,0.850623,0.951018,0.724382,0.18361,0.398786,0.624062,0.751916,0.867439,0.963675,-0.017311
