backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_f1,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.462267,0.537733,strict_0.50,True,True,0.66,0.66,0.66,2,0.2,0.3,0.578947,0.616822429906542,7.8085,0.589286,0.578947,0.584071,0.380952,0.365079,7.8085,0.892857,33,23,24,40,14,12,104,59,31.5,28.0,25,0,120,0,0.0,6
effort_clip_l14,score_raw,low,0.498747,0.501253,strict_0.50,True,True,0.09,0.09,0.039999999999999994,2,0.3,0.3,0.614035,0.5833333333333335,6.293317,0.507246,0.614035,0.555556,0.507937,0.539683,6.293317,0.637681,35,34,22,29,14,16,104,70,31.5,34.5,22,0,120,0,0.0,6
f3net,score_raw,high,0.515455,0.515455,strict_0.50,True,True,0.41,0.41,0.41,3,0.1,0.3,0.877193,0.7142857142857143,2.717183,0.561798,0.877193,0.684932,0.47619,0.619048,2.717183,0.202247,50,39,7,24,7,15,104,89,31.5,44.5,9,0,120,0,0.0,6
i3d,score_raw,high,0.533835,0.533835,strict_0.50,True,True,0.7,0.7,0.6499999999999999,2,0.1,0.15,0.631579,0.5714285714285715,5.870462,0.5,0.631579,0.55814,0.412698,0.571429,5.870462,0.166667,36,36,21,27,6,13,104,71,31.5,36.0,6,0,120,0,0.0,6
videomae,score_raw,low,0.378168,0.621832,strict_0.50,True,True,0.54,0.54,0.44000000000000006,2,0.1,0.05,0.54386,0.5585585585585585,7.769317,0.563636,0.54386,0.553571,0.380952,0.380952,7.769317,0.363636,31,24,26,39,7,12,104,59,31.5,27.5,10,0,120,0,0.0,6
xception_df40,score_raw,low,0.466722,0.533278,strict_0.50,True,True,0.17,0.17,0.17,3,0.2,0.3,0.719298,0.6307692307692307,4.63024,0.518987,0.719298,0.602941,0.412698,0.603175,4.63024,0.253165,41,38,16,25,8,13,104,82,31.5,39.5,10,0,120,0,0.0,6
