backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.503108,0.503108,78,66,0.342096,0.126799,0.139148,0.257518,0.345472,0.423212,0.53657,0.347786,0.138772,0.1302,0.248155,0.347758,0.430696,0.582167,0.00569
efficientnet_b4,all,score_raw,high,0.48938,0.48938,191,193,0.344657,0.138881,0.152487,0.24043,0.339546,0.428779,0.595287,0.33837,0.138086,0.126357,0.234964,0.331565,0.425219,0.573105,-0.006288
effort_clip_l14,calibration,score_raw,high,0.553807,0.553807,78,66,0.809618,0.199556,0.437646,0.703545,0.894811,0.968199,0.996821,0.827423,0.203653,0.463842,0.715432,0.920534,0.983955,0.998643,0.017805
effort_clip_l14,all,score_raw,high,0.530152,0.530152,191,193,0.806783,0.222398,0.286073,0.730591,0.89894,0.972059,0.996616,0.822957,0.205407,0.441533,0.731697,0.909038,0.986978,0.998687,0.016174
f3net,calibration,score_raw,high,0.589161,0.589161,78,66,0.490288,0.1798,0.230921,0.368597,0.473681,0.618862,0.779902,0.5503,0.195258,0.270913,0.415757,0.546304,0.661717,0.877026,0.060012
f3net,all,score_raw,high,0.599137,0.599137,191,193,0.494449,0.175538,0.215566,0.385829,0.469428,0.612077,0.770161,0.560282,0.18732,0.272278,0.433016,0.550509,0.666417,0.88011,0.065833
i3d,calibration,score_raw,low,0.376263,0.623737,78,66,0.698024,0.02843,0.631522,0.685476,0.705536,0.717457,0.729629,0.686533,0.030774,0.624658,0.668587,0.687051,0.71007,0.729434,-0.01149
i3d,all,score_raw,low,0.427329,0.572671,191,192,0.698844,0.026617,0.648568,0.684546,0.705852,0.719396,0.730609,0.692102,0.028856,0.628116,0.676478,0.697071,0.714346,0.729417,-0.006742
videomae,calibration,score_raw,low,0.43784,0.56216,78,66,0.491572,0.170071,0.203892,0.371532,0.502369,0.624052,0.740565,0.441918,0.219587,0.049236,0.283902,0.450698,0.622464,0.79342,-0.049654
videomae,all,score_raw,low,0.426607,0.573393,191,193,0.481205,0.185859,0.188803,0.340739,0.502712,0.613071,0.762184,0.426656,0.213058,0.04319,0.283708,0.437366,0.576485,0.783891,-0.054549
xception_df40,calibration,score_raw,high,0.517094,0.517094,78,66,0.709886,0.209991,0.322934,0.565204,0.757353,0.891182,0.96677,0.71526,0.217897,0.285515,0.587001,0.770022,0.898913,0.966311,0.005374
xception_df40,all,score_raw,high,0.512221,0.512221,191,193,0.731118,0.213185,0.332589,0.586527,0.776345,0.911439,0.971763,0.736341,0.218551,0.292005,0.604932,0.784023,0.917251,0.991085,0.005223
