backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.578259,0.578259,57,51,0.328897,0.11556,0.163456,0.226078,0.328101,0.416799,0.531947,0.362278,0.128063,0.150685,0.283741,0.358051,0.439375,0.546736,0.033381
efficientnet_b4,all,score_raw,high,0.481408,0.481408,143,145,0.345221,0.123084,0.165074,0.260033,0.328967,0.420984,0.590049,0.337927,0.138296,0.128466,0.247981,0.323537,0.434545,0.546872,-0.007294
effort_clip_l14,calibration,score_raw,high,0.517028,0.517028,57,51,0.819295,0.175716,0.53313,0.722905,0.844081,0.966354,0.994979,0.815261,0.196854,0.430677,0.722352,0.87961,0.963442,0.997683,-0.004034
effort_clip_l14,all,score_raw,high,0.540873,0.540873,143,145,0.798426,0.220005,0.249544,0.723457,0.857551,0.967441,0.995975,0.830816,0.184314,0.484859,0.722389,0.900678,0.97264,0.997192,0.03239
f3net,calibration,score_raw,high,0.631579,0.631579,57,51,0.47768,0.158405,0.273747,0.373706,0.44168,0.568461,0.761355,0.561188,0.189815,0.241553,0.430848,0.56626,0.699387,0.846646,0.083509
f3net,all,score_raw,high,0.639932,0.639932,143,145,0.482739,0.165023,0.24311,0.383336,0.477815,0.589397,0.756031,0.569794,0.172025,0.279849,0.440371,0.562537,0.699018,0.854629,0.087055
i3d,calibration,score_raw,low,0.417957,0.582043,57,51,0.697075,0.025827,0.639454,0.680999,0.701278,0.716739,0.729448,0.688699,0.029864,0.633712,0.668514,0.696879,0.708218,0.728925,-0.008376
i3d,all,score_raw,low,0.469454,0.530546,143,144,0.696821,0.026804,0.641696,0.680844,0.701278,0.71775,0.730502,0.694748,0.025889,0.647571,0.67903,0.69954,0.713651,0.729133,-0.002073
videomae,calibration,score_raw,low,0.432749,0.567251,57,51,0.48843,0.156804,0.228595,0.39194,0.489251,0.595339,0.71717,0.448875,0.181104,0.209109,0.334739,0.448908,0.601709,0.7328,-0.039555
videomae,all,score_raw,low,0.439643,0.560357,143,145,0.474296,0.172485,0.165549,0.374529,0.479733,0.593751,0.731886,0.434154,0.186834,0.116919,0.294754,0.448908,0.576403,0.721909,-0.040142
xception_df40,calibration,score_raw,low,0.470588,0.529412,57,51,0.724266,0.185901,0.349722,0.591133,0.760186,0.86878,0.961041,0.700848,0.198507,0.351318,0.564199,0.735959,0.852421,0.957178,-0.023418
xception_df40,all,score_raw,low,0.507065,0.492935,143,145,0.734333,0.195925,0.35259,0.614369,0.760186,0.88323,0.976567,0.733414,0.209072,0.319627,0.630626,0.789133,0.901849,0.974161,-0.000918
