backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.468423,0.531577,103,101,0.349435,0.134404,0.149913,0.253799,0.357027,0.438179,0.549903,0.34006,0.153698,0.115721,0.219886,0.330578,0.441103,0.609606,-0.009375
efficientnet_b4,all,score_raw,low,0.486145,0.513855,274,270,0.344577,0.150293,0.140182,0.228386,0.32213,0.433681,0.619977,0.338158,0.156909,0.118682,0.221387,0.326043,0.436446,0.604989,-0.00642
effort_clip_l14,calibration,score_raw,low,0.491108,0.508892,103,101,0.828262,0.211909,0.385986,0.740826,0.933137,0.980422,0.998951,0.809747,0.230127,0.313437,0.693683,0.925489,0.983918,0.999343,-0.018515
effort_clip_l14,all,score_raw,low,0.518329,0.481671,274,270,0.807104,0.245626,0.219439,0.728195,0.931527,0.979906,0.998756,0.823969,0.222917,0.287184,0.747584,0.920505,0.986532,0.999224,0.016865
f3net,calibration,score_raw,high,0.526098,0.526098,103,101,0.509097,0.194782,0.190864,0.374826,0.518437,0.633946,0.790304,0.529484,0.214991,0.167665,0.397955,0.532374,0.661171,0.870734,0.020387
f3net,all,score_raw,high,0.562057,0.562057,274,270,0.5049,0.194665,0.188492,0.370063,0.509635,0.635394,0.803837,0.553735,0.207688,0.203748,0.409236,0.539542,0.691903,0.925826,0.048835
i3d,calibration,score_raw,low,0.411612,0.588388,103,101,0.697995,0.028269,0.649377,0.684633,0.703476,0.721051,0.729899,0.686045,0.037302,0.608978,0.664533,0.692965,0.717434,0.729866,-0.01195
i3d,all,score_raw,low,0.427457,0.572543,274,268,0.698961,0.028622,0.644955,0.684515,0.706072,0.720822,0.730025,0.690521,0.033662,0.624131,0.671179,0.698894,0.715999,0.729563,-0.00844
videomae,calibration,score_raw,low,0.42507,0.57493,103,101,0.49797,0.196994,0.17945,0.361431,0.493845,0.648995,0.816554,0.435182,0.222399,0.048612,0.251492,0.446226,0.616078,0.760985,-0.062788
videomae,all,score_raw,low,0.428089,0.571911,274,270,0.481436,0.216622,0.100891,0.343982,0.488178,0.647899,0.826011,0.424496,0.224283,0.039496,0.251799,0.424892,0.588233,0.808715,-0.05694
xception_df40,calibration,score_raw,high,0.511391,0.511391,103,101,0.70947,0.233524,0.255932,0.574624,0.787815,0.885572,0.990852,0.711718,0.242519,0.260427,0.544297,0.781599,0.916752,0.991722,0.002249
xception_df40,all,score_raw,high,0.526331,0.526331,274,270,0.729298,0.227297,0.295762,0.607881,0.797159,0.913235,0.986336,0.737726,0.243633,0.199146,0.601593,0.823226,0.932981,0.99198,0.008428
