rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,effort_clip_l14,score_raw,low,strict_0.10,True,True,2,0.31,0.21,0.642857,0.219512,0.327273,0.232558,0.100775,13.561714,2.0,18,10,64,78,9,6,84,19,25.8,8.0,16,0,170,0,0.0,5
2,False,i3d,score_raw,low,strict_0.10,True,True,2,0.33,0.23,0.526316,0.365854,0.431655,0.426357,0.29845,11.261202,0.245399,30,27,52,61,4,11,84,31,25.8,16.3,4,2,168,0,0.011765,5
3,False,videomae,score_raw,low,strict_0.10,True,True,3,0.58,0.48,0.428571,0.329268,0.372414,0.426357,0.403101,11.762369,0.540541,27,36,55,52,6,11,84,28,25.8,18.5,10,0,170,0,0.0,5
4,False,xception_df40,score_raw,high,strict_0.10,True,True,1,0.95,0.85,0.509434,0.329268,0.4,0.581395,0.294574,11.520143,1.870968,27,26,55,62,16,15,84,34,25.8,15.5,29,0,170,0,0.0,5
5,False,f3net,score_raw,high,strict_0.10,True,True,3,0.53,0.43000000000000005,0.515152,0.621951,0.563536,0.658915,0.542636,6.790964,0.346021,51,48,31,40,7,17,84,53,25.8,28.9,10,0,170,0,0.0,5
6,False,efficientnet_b4,score_raw,low,strict_0.10,True,True,3,0.67,0.5700000000000001,0.552941,0.573171,0.562874,0.697674,0.426357,6.809988,0.478088,47,38,35,50,7,18,84,49,25.8,25.1,12,0,170,0,0.0,5
