backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.434583,0.565417,39,39,0.35913,0.110612,0.179284,0.282047,0.354051,0.42523,0.53284,0.332527,0.090919,0.185872,0.271658,0.340121,0.398761,0.4497,-0.026603
efficientnet_b4,all,score_raw,low,0.465666,0.534334,109,99,0.348492,0.112148,0.1844,0.257363,0.345869,0.407468,0.564311,0.334859,0.115278,0.174164,0.256713,0.333169,0.398761,0.512999,-0.013633
effort_clip_l14,calibration,score_raw,high,0.527942,0.527942,39,39,0.816732,0.140975,0.587528,0.746976,0.808398,0.955365,0.987352,0.823361,0.161144,0.619201,0.740169,0.853223,0.931995,0.994255,0.006629
effort_clip_l14,all,score_raw,high,0.537578,0.537578,109,99,0.807678,0.175938,0.41875,0.726151,0.841208,0.949843,0.987477,0.82493,0.16872,0.506457,0.729484,0.857962,0.962965,0.992367,0.017252
f3net,calibration,score_raw,high,0.56739,0.56739,39,39,0.503559,0.153654,0.25909,0.405846,0.504212,0.591333,0.76333,0.537813,0.143049,0.323545,0.456878,0.522342,0.619438,0.780329,0.034255
f3net,all,score_raw,high,0.626355,0.626355,109,99,0.49517,0.140625,0.261011,0.401312,0.495115,0.597391,0.720022,0.568761,0.161873,0.317173,0.476595,0.546665,0.67536,0.814543,0.07359
i3d,calibration,score_raw,low,0.413544,0.586456,39,39,0.69568,0.020905,0.654808,0.685887,0.698787,0.710152,0.723146,0.687505,0.025164,0.640522,0.673257,0.69175,0.705345,0.71991,-0.008176
i3d,all,score_raw,low,0.461125,0.538875,109,99,0.69595,0.021737,0.653798,0.681168,0.699048,0.712695,0.722438,0.692782,0.022717,0.645533,0.67941,0.698051,0.709437,0.724094,-0.003168
videomae,calibration,score_raw,low,0.43261,0.56739,39,39,0.484608,0.144911,0.264671,0.38485,0.499612,0.585873,0.70478,0.448423,0.162156,0.165657,0.335349,0.433395,0.575681,0.680941,-0.036186
videomae,all,score_raw,low,0.487629,0.512371,109,99,0.458359,0.155908,0.199859,0.369832,0.46342,0.562167,0.703617,0.446772,0.174603,0.150488,0.320044,0.45361,0.58518,0.718153,-0.011587
xception_df40,calibration,score_raw,high,0.525312,0.525312,39,39,0.705835,0.157536,0.466399,0.574014,0.728052,0.854579,0.904545,0.713116,0.166197,0.413398,0.625584,0.763895,0.852012,0.906111,0.007281
xception_df40,all,score_raw,high,0.516356,0.516356,109,99,0.730017,0.167624,0.414965,0.5997,0.750508,0.866188,0.957423,0.735687,0.176849,0.409621,0.629139,0.765916,0.872534,0.972322,0.005671
