backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.465488,0.534512,strict_0.10,True,True,0.91,0.91,0.81,3,0.1,0.008333,0.092171,14.932635,0.62406,0.092171,0.160619,0.300167,0.055586,14.932635,6.090226,166,100,1635,1699,14,9,104,13,29.983333,4.433333,27,0,3600,0,0.0,6
effort_clip_l14,score_raw,low,0.495341,0.504659,strict_0.10,True,True,0.9,0.9,0.8,3,0.1,0.03,0.039423,16.472462,0.617391,0.039423,0.074113,0.166759,0.024458,16.472462,4.695652,71,44,1730,1755,5,5,104,3,29.983333,1.916667,9,6,3593,1,0.001667,6
f3net,score_raw,high,0.516392,0.516392,strict_0.10,True,True,0.81,0.81,0.7100000000000001,3,0.1,0.016667,0.1799,12.471404,0.556701,0.1799,0.271926,0.9005,0.143413,12.471404,7.319588,324,258,1477,1541,36,27,104,41,29.983333,9.7,71,0,3600,0,0.0,6
i3d,score_raw,low,0.476789,0.523211,strict_0.10,True,True,0.45,0.45,0.35,3,0.1,0.025,0.012215,16.96725,0.392857,0.012215,0.023694,0.100056,0.018899,16.96725,10.714286,22,34,1779,1765,5,3,104,3,29.983333,0.933333,10,9,3590,1,0.0025,6
videomae,score_raw,low,0.45165,0.54835,strict_0.10,True,True,0.98,0.98,0.88,3,0.1,0.006667,0.108273,14.547433,0.689046,0.108273,0.18714,0.333519,0.048916,14.547433,5.512367,195,88,1606,1711,13,10,104,15,29.983333,4.716667,26,0,3600,0,0.0,6
xception_df40,score_raw,low,0.482582,0.517418,strict_0.10,True,True,0.98,0.98,0.88,2,0.1,0.015,0.006108,17.065048,0.261905,0.006108,0.011937,0.133407,0.017232,17.065048,11.428571,11,31,1790,1768,4,4,104,2,29.983333,0.7,8,0,3600,0,0.0,6
