backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.465488,0.534512,1799,1801,0.355086,0.189385,0.094804,0.201968,0.331873,0.475727,0.715508,0.334698,0.191153,0.079879,0.187447,0.300063,0.443463,0.722645,-0.020388
efficientnet_b4,all,score_raw,low,0.464511,0.535489,4800,4800,0.351451,0.194938,0.096118,0.199449,0.313636,0.475727,0.726797,0.33111,0.200019,0.079879,0.172536,0.289841,0.450556,0.733127,-0.020341
effort_clip_l14,calibration,score_raw,low,0.495341,0.504659,1793,1801,0.827217,0.266647,0.191228,0.746262,0.974765,0.998151,0.999941,0.813537,0.273289,0.171711,0.714729,0.968341,0.99849,0.999981,-0.01368
effort_clip_l14,all,score_raw,low,0.511684,0.488316,4794,4800,0.806331,0.295562,0.08432,0.722375,0.974055,0.998435,0.999964,0.825694,0.270748,0.156394,0.762566,0.976225,0.998551,0.999973,0.019363
f3net,calibration,score_raw,high,0.516392,0.516392,1799,1801,0.513922,0.249463,0.111414,0.331512,0.503992,0.69097,0.972839,0.527357,0.264409,0.088588,0.322985,0.528544,0.718528,0.982205,0.013435
f3net,all,score_raw,high,0.524353,0.524353,4800,4786,0.518774,0.248495,0.10613,0.339624,0.509196,0.688801,0.96826,0.543215,0.264083,0.110616,0.349516,0.524715,0.738626,0.990907,0.024441
i3d,calibration,score_raw,low,0.476789,0.523211,1799,1792,0.692997,0.051268,0.573121,0.674204,0.717941,0.729477,0.730937,0.689593,0.049933,0.575239,0.663817,0.712096,0.72943,0.730992,-0.003404
i3d,all,score_raw,low,0.473101,0.526899,4772,4760,0.695786,0.047799,0.582615,0.67948,0.718565,0.729154,0.730972,0.692179,0.048173,0.585146,0.670087,0.714257,0.728655,0.730974,-0.003607
videomae,calibration,score_raw,low,0.45165,0.54835,1799,1801,0.488834,0.291306,0.022033,0.239356,0.506659,0.724532,0.9476,0.440948,0.297392,0.0109,0.168009,0.447644,0.676476,0.944657,-0.047886
videomae,all,score_raw,low,0.449279,0.550721,4800,4800,0.478188,0.298209,0.022038,0.216757,0.48443,0.72016,0.958147,0.426887,0.301537,0.01211,0.146954,0.419336,0.656571,0.956922,-0.051301
xception_df40,calibration,score_raw,low,0.482582,0.517418,1799,1801,0.708357,0.321867,0.083115,0.452991,0.851471,0.988279,0.999816,0.709134,0.30454,0.105741,0.481015,0.833735,0.971311,0.999592,0.000777
xception_df40,all,score_raw,low,0.50455,0.49545,4800,4800,0.728016,0.304947,0.111151,0.515192,0.865872,0.985883,0.999748,0.738402,0.296673,0.117401,0.541028,0.87473,0.984074,0.999732,0.010385
