backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.493808,0.506192,38,34,0.347615,0.087848,0.204092,0.299151,0.337176,0.395231,0.494846,0.34389,0.103401,0.177923,0.268839,0.347405,0.420092,0.513418,-0.003725
efficientnet_b4,all,score_raw,low,0.475467,0.524533,94,98,0.346308,0.097581,0.209926,0.274274,0.337176,0.398048,0.535606,0.338062,0.11423,0.152812,0.253679,0.336154,0.420092,0.537259,-0.008246
effort_clip_l14,calibration,score_raw,high,0.504644,0.504644,38,34,0.825072,0.130032,0.624149,0.743606,0.837688,0.933776,0.979176,0.814771,0.164641,0.627922,0.713713,0.85774,0.939993,0.994438,-0.010301
effort_clip_l14,all,score_raw,high,0.482306,0.482306,94,98,0.821434,0.167099,0.445859,0.745394,0.863872,0.946197,0.993498,0.810824,0.17097,0.502592,0.706417,0.869074,0.943441,0.993493,-0.010611
f3net,calibration,score_raw,high,0.581269,0.581269,38,34,0.498996,0.121206,0.312662,0.436653,0.477697,0.578896,0.708187,0.5445,0.151821,0.328371,0.437424,0.539549,0.661888,0.804102,0.045504
f3net,all,score_raw,high,0.641554,0.641554,94,98,0.490807,0.132367,0.260756,0.415999,0.48057,0.590695,0.711524,0.567849,0.152046,0.330401,0.451231,0.562595,0.694933,0.792628,0.077042
i3d,calibration,score_raw,low,0.363777,0.636223,38,34,0.697699,0.018014,0.657136,0.689666,0.700996,0.710593,0.722071,0.684747,0.026654,0.641397,0.666473,0.690649,0.706933,0.721886,-0.012952
i3d,all,score_raw,low,0.405884,0.594116,94,98,0.698701,0.017729,0.665649,0.688231,0.700254,0.712428,0.723129,0.690487,0.023123,0.646444,0.673637,0.694413,0.708389,0.721617,-0.008214
videomae,calibration,score_raw,low,0.410217,0.589783,38,34,0.488282,0.107318,0.32603,0.413273,0.470679,0.552749,0.664634,0.442296,0.162403,0.1487,0.348767,0.426264,0.540227,0.693084,-0.045986
videomae,all,score_raw,low,0.436279,0.563721,94,98,0.472596,0.124207,0.267937,0.397319,0.466046,0.561399,0.664226,0.434143,0.17682,0.13329,0.330247,0.422507,0.548559,0.69781,-0.038453
xception_df40,calibration,score_raw,low,0.44582,0.55418,38,34,0.724535,0.141233,0.460592,0.622591,0.75627,0.820513,0.920206,0.692979,0.15689,0.414001,0.599429,0.736325,0.787395,0.944687,-0.031556
xception_df40,all,score_raw,low,0.466674,0.533326,94,98,0.746788,0.151015,0.492319,0.631959,0.761435,0.869411,0.956564,0.71949,0.184748,0.409632,0.615262,0.736325,0.879946,0.963433,-0.027298
