backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.465018,0.534982,198,204,0.353279,0.15982,0.133669,0.222252,0.333699,0.46281,0.634962,0.336694,0.162857,0.111866,0.223955,0.316594,0.426706,0.678928,-0.016585
efficientnet_b4,all,score_raw,low,0.468049,0.531951,532,540,0.349171,0.166395,0.127956,0.223446,0.320107,0.459572,0.650752,0.333562,0.175223,0.101552,0.204587,0.312815,0.436221,0.679503,-0.015609
effort_clip_l14,calibration,score_raw,high,0.503714,0.503714,198,204,0.823797,0.231985,0.310702,0.692528,0.944474,0.9872,0.999655,0.816843,0.245266,0.243454,0.719442,0.942552,0.988925,0.999838,-0.006953
effort_clip_l14,all,score_raw,high,0.515981,0.515981,532,540,0.806378,0.265986,0.189005,0.691413,0.946319,0.991221,0.999843,0.825416,0.240697,0.253271,0.737199,0.945386,0.994197,0.999755,0.019038
f3net,calibration,score_raw,high,0.526688,0.526688,198,204,0.509223,0.209556,0.177688,0.375811,0.487224,0.655272,0.885822,0.531001,0.235706,0.142876,0.359806,0.535074,0.690183,0.924854,0.021778
f3net,all,score_raw,high,0.532879,0.532879,532,539,0.515361,0.212861,0.169228,0.371411,0.506532,0.655106,0.892847,0.545276,0.233122,0.150922,0.377253,0.531733,0.700245,0.972459,0.029915
i3d,calibration,score_raw,low,0.473856,0.526144,198,204,0.693344,0.03983,0.60065,0.682234,0.705661,0.723941,0.730116,0.689825,0.039312,0.611743,0.664985,0.700701,0.721244,0.730829,-0.003519
i3d,all,score_raw,low,0.471212,0.528788,529,538,0.696127,0.036333,0.615472,0.682185,0.70704,0.724181,0.730365,0.692387,0.037804,0.619191,0.671867,0.704921,0.721693,0.730574,-0.003741
videomae,calibration,score_raw,low,0.461676,0.538324,198,204,0.482778,0.23203,0.052203,0.325483,0.498415,0.645092,0.868812,0.448506,0.248927,0.019177,0.25695,0.480183,0.63199,0.851337,-0.034272
videomae,all,score_raw,low,0.450049,0.549951,532,540,0.474643,0.244563,0.053895,0.284033,0.473473,0.654614,0.884465,0.431081,0.256483,0.026221,0.215575,0.439901,0.621032,0.877868,-0.043562
xception_df40,calibration,score_raw,low,0.494157,0.505843,198,204,0.708174,0.277927,0.168872,0.514069,0.801311,0.941418,0.997825,0.71022,0.265818,0.161107,0.520675,0.797018,0.929328,0.996542,0.002047
xception_df40,all,score_raw,low,0.51187,0.48813,532,540,0.727715,0.266191,0.180707,0.562891,0.827533,0.947135,0.997159,0.738759,0.261427,0.17644,0.581786,0.837765,0.949597,0.997026,0.011044
