backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,calibration_auroc,validation_auroc,test_auroc,calibration_status,selected_policy,gate_real_session_count,gate_false_alerts_per_min,gate_false_alerts_per_min_ucb,gate_false_alert_time_ratio,gate_false_alert_time_ratio_ucb,target_recall,target_ttfd_s,target_f1,target_alert_flicker,threshold,t_on,t_off,persistence_windows
efficientnet_b4,score_raw,low,0.464568,0.535432,0.535432,0.520379,0.552253,selected,strict,1,0.1,0.1,0.041667,0.041667,0.102778,15.214625,0.178313,2.836364,0.85,0.85,0.75,3
effort_clip_l14,score_raw,low,0.497663,0.502337,0.502337,0.47551,0.478055,selected,strict,1,0.1,0.1,0.025,0.025,0.047222,16.297365,0.089005,4.363636,0.79,0.79,0.79,2
f3net,score_raw,high,0.524506,0.524506,0.524506,0.525839,0.541851,selected,strict,1,0.1,0.1,0.025,0.025,0.283333,11.343183,0.397661,3.294118,0.68,0.68,0.63,3
i3d,score_raw,low,0.472965,0.527035,0.527035,0.493999,0.551442,selected,strict,1,0.1,0.1,0.025,0.025,0.155556,14.368106,0.261682,2.470588,0.39,0.39,0.29,3
videomae,score_raw,low,0.446667,0.553333,0.553333,0.534979,0.572781,selected,strict,1,0.1,0.1,0.041667,0.041667,0.325,10.756231,0.439024,2.913295,0.73,0.73,0.63,3
xception_df40,score_raw,low,0.479877,0.520123,0.520123,0.462609,0.504596,selected,strict,1,0.1,0.1,0.025,0.025,0.088889,15.306087,0.153477,5.052632,0.74,0.74,0.74,3
