backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.457413,0.542587,strict_0.10,True,True,0.79,0.79,0.6900000000000001,3,0.0,0.0,0.208633,13.6065,0.74359,0.208633,0.325843,0.330579,0.065565,13.6065,1.572581,29,10,110,133,7,10,104,21,30.25,8.266667,13,0,282,0,0.0,6
effort_clip_l14,score_raw,high,0.522866,0.522866,strict_0.10,True,True,0.99,0.99,0.89,2,0.0,0.0,0.208633,13.280808,0.617021,0.208633,0.311828,0.429752,0.116804,13.280808,1.557093,29,18,110,125,9,13,104,26,30.25,9.633333,15,0,282,0,0.0,6
f3net,score_raw,high,0.518489,0.518489,strict_0.10,True,True,0.6,0.6,0.5,3,0.0,0.0,0.345324,10.383577,0.585366,0.345324,0.434389,0.826446,0.231405,10.383577,1.103582,48,34,91,109,11,25,104,45,30.25,17.216667,19,0,282,0,0.0,6
i3d,score_raw,low,0.468682,0.531318,strict_0.10,True,True,0.31,0.31,0.26,3,0.0,0.0,0.676259,5.580808,0.606452,0.676259,0.639456,1.355372,0.418733,5.580808,0.153061,94,61,45,82,5,41,104,71,30.25,32.666667,5,0,282,0,0.0,6
videomae,score_raw,low,0.445439,0.554561,strict_0.10,True,True,0.66,0.66,0.56,3,0.0,0.0,0.381295,10.646202,0.746479,0.381295,0.504762,0.528926,0.128926,10.646202,1.040087,53,18,86,125,8,16,104,38,30.25,15.383333,16,0,282,0,0.0,6
xception_df40,score_raw,low,0.489309,0.510691,strict_0.10,True,True,0.52,0.52,0.42000000000000004,3,0.0,0.0,0.136691,14.602644,0.826087,0.136691,0.234568,0.132231,0.02865,14.602644,2.408027,19,4,120,139,6,4,104,17,30.25,4.983333,12,0,282,0,0.0,6
