backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.457413,0.542587,143,139,0.353049,0.147488,0.142911,0.244434,0.33641,0.448075,0.61493,0.336315,0.163082,0.105732,0.219769,0.319728,0.43206,0.665055,-0.016734
efficientnet_b4,all,score_raw,low,0.466341,0.533659,377,375,0.348718,0.157488,0.132927,0.225509,0.325525,0.450122,0.641388,0.334007,0.166837,0.108747,0.213621,0.31618,0.428965,0.657607,-0.014712
effort_clip_l14,calibration,score_raw,high,0.522866,0.522866,143,139,0.815024,0.230462,0.342606,0.659962,0.937907,0.982785,0.999568,0.823586,0.229984,0.323342,0.72798,0.937193,0.989693,0.999816,0.008562
effort_clip_l14,all,score_raw,high,0.517648,0.517648,377,375,0.802552,0.256446,0.218892,0.660763,0.93907,0.988603,0.999596,0.828591,0.226716,0.336948,0.745056,0.933852,0.990173,0.999669,0.026038
f3net,calibration,score_raw,high,0.518489,0.518489,143,139,0.511472,0.203393,0.169575,0.370875,0.491788,0.666248,0.854505,0.527372,0.231165,0.136304,0.374872,0.525715,0.682419,0.924665,0.015901
f3net,all,score_raw,high,0.535408,0.535408,377,374,0.513454,0.208149,0.153435,0.372675,0.500739,0.665103,0.882904,0.545415,0.222071,0.179369,0.392394,0.528498,0.695296,0.955901,0.03196
i3d,calibration,score_raw,low,0.468682,0.531318,143,139,0.693858,0.037073,0.614048,0.679556,0.705716,0.722215,0.729641,0.690249,0.037909,0.612386,0.668682,0.699361,0.719788,0.73067,-0.003609
i3d,all,score_raw,low,0.469711,0.530289,375,374,0.6962,0.034167,0.619029,0.681619,0.706676,0.721688,0.730603,0.69328,0.034786,0.620936,0.674814,0.701957,0.720983,0.730184,-0.00292
videomae,calibration,score_raw,low,0.445439,0.554561,143,139,0.491922,0.218392,0.112938,0.341335,0.506659,0.642404,0.833593,0.440793,0.236654,0.030446,0.276568,0.44217,0.620485,0.832769,-0.051129
videomae,all,score_raw,low,0.444562,0.555438,377,375,0.476139,0.233279,0.09667,0.314915,0.485761,0.653599,0.856881,0.429984,0.237119,0.033166,0.256108,0.436234,0.60328,0.852224,-0.046154
xception_df40,calibration,score_raw,low,0.489309,0.510691,143,139,0.717903,0.248121,0.229653,0.560061,0.785838,0.922752,0.988201,0.702748,0.260629,0.210579,0.530877,0.809135,0.928272,0.994296,-0.015155
xception_df40,all,score_raw,low,0.499328,0.500672,377,375,0.734841,0.246542,0.23817,0.592978,0.823508,0.941079,0.993123,0.73207,0.249272,0.225555,0.581263,0.813624,0.93467,0.99658,-0.002771
