run_id,backend,split,kind,ordinal,video_filename,video_duration_s,signal_source,pred_t_min,pred_t_max,end_align_shift_s,scored_window_count,held_window_count,missing_window_count
calibration_mixed_02__f3net,f3net,calibration,mixed,2,calibration_mixed_02.mp4,601,score_raw,0.609,610.766,9.766,61,0,0
calibration_mixed_03__f3net,f3net,calibration,mixed,3,calibration_mixed_03.mp4,600,score_raw,0.563,610.61,10.61,60,0,0
calibration_mixed_04__f3net,f3net,calibration,mixed,4,calibration_mixed_04.mp4,601,score_raw,0.578,611.781,10.781,61,0,0
calibration_real_only_01__f3net,f3net,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.469,610.344,10.344,60,0,0
calibration_real_only_02__f3net,f3net,calibration,real_only,2,calibration_real_only_02.mp4,596,score_raw,0.563,605.61,9.61,60,0,0
calibration_real_only_03__f3net,f3net,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.625,610.625,10.625,60,0,0
test_fake_only_01__f3net,f3net,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.547,610.297,10.297,60,0,0
test_mixed_01__f3net,f3net,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.594,610.688,10.688,60,0,0
test_mixed_02__f3net,f3net,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.562,610.703,10.703,60,0,0
test_mixed_03__f3net,f3net,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.531,610.656,10.656,60,0,0
test_real_only_01__f3net,f3net,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.562,610.828,10.828,60,0,0
validation_fake_only_01__f3net,f3net,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.579,610.079,10.079,60,0,0
validation_mixed_01__f3net,f3net,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.547,610.672,10.672,60,0,0
validation_mixed_02__f3net,f3net,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.547,610.875,10.875,60,0,0
validation_mixed_03__f3net,f3net,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.64,610.547,10.547,60,0,0
validation_real_only_01__f3net,f3net,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.547,610.532,10.532,60,0,0
calibration_fake_only_01__i3d,i3d,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,0.359,611.125,11.125,60,0,0
calibration_fake_only_02__i3d,i3d,calibration,fake_only,2,calibration_fake_only_02.mp4,598,score_raw,0.407,607.391,9.391,60,0,0
calibration_mixed_01__i3d,i3d,calibration,mixed,1,calibration_mixed_01.mp4,600,score_raw,0.375,611.344,11.344,60,0,0
calibration_mixed_02__i3d,i3d,calibration,mixed,2,calibration_mixed_02.mp4,601,score_raw,0.359,611.422,10.422,61,0,0
calibration_mixed_03__i3d,i3d,calibration,mixed,3,calibration_mixed_03.mp4,600,score_raw,0.453,611.563,11.563,60,0,0
calibration_mixed_04__i3d,i3d,calibration,mixed,4,calibration_mixed_04.mp4,601,score_raw,0.421,612.625,11.625,61,0,0
calibration_real_only_01__i3d,i3d,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.453,611.016,11.016,60,0,0
calibration_real_only_02__i3d,i3d,calibration,real_only,2,calibration_real_only_02.mp4,596,score_raw,0.39,605.375,9.375,60,0,0
calibration_real_only_03__i3d,i3d,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.406,609.89,9.89,60,0,0
test_fake_only_01__i3d,i3d,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.422,610.766,10.766,60,0,0
test_mixed_01__i3d,i3d,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.406,610.5,10.5,60,0,0
test_mixed_02__i3d,i3d,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.437,610.937,10.937,60,0,0
test_mixed_03__i3d,i3d,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.422,611.422,11.422,60,0,0
test_real_only_01__i3d,i3d,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.406,610.562,10.562,60,0,0
validation_fake_only_01__i3d,i3d,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.391,610.735,10.735,60,0,0
validation_mixed_01__i3d,i3d,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.406,610.781,10.781,60,0,0
validation_mixed_02__i3d,i3d,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.406,610.812,10.812,60,0,0
validation_mixed_03__i3d,i3d,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.5,611.828,11.828,60,0,0
validation_real_only_01__i3d,i3d,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.547,610.14,10.14,60,0,0
calibration_fake_only_01__videomae,videomae,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,0.735,608.532,8.532,60,0,0
calibration_fake_only_02__videomae,videomae,calibration,fake_only,2,calibration_fake_only_02.mp4,598,score_raw,0.375,606.938,8.938,60,0,0
calibration_mixed_01__videomae,videomae,calibration,mixed,1,calibration_mixed_01.mp4,600,score_raw,0.36,611.532,11.532,60,0,0
calibration_mixed_02__videomae,videomae,calibration,mixed,2,calibration_mixed_02.mp4,601,score_raw,0.421,609.953,8.953,61,0,0
calibration_mixed_03__videomae,videomae,calibration,mixed,3,calibration_mixed_03.mp4,600,score_raw,0.422,611.141,11.141,60,0,0
calibration_mixed_04__videomae,videomae,calibration,mixed,4,calibration_mixed_04.mp4,601,score_raw,0.406,611.594,10.594,61,0,0
calibration_real_only_01__videomae,videomae,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.406,610.828,10.828,60,0,0
calibration_real_only_02__videomae,videomae,calibration,real_only,2,calibration_real_only_02.mp4,596,score_raw,0.437,605.359,9.359,60,0,0
calibration_real_only_03__videomae,videomae,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.422,610.454,10.454,60,0,0
test_fake_only_01__videomae,videomae,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.406,609.672,9.672,60,0,0
test_mixed_01__videomae,videomae,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.437,611.109,11.109,60,0,0
test_mixed_02__videomae,videomae,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.406,611.531,11.531,60,0,0
test_mixed_03__videomae,videomae,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.39,610.062,10.062,60,0,0
test_real_only_01__videomae,videomae,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.406,611.5,11.5,60,0,0
validation_fake_only_01__videomae,videomae,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.532,611.094,11.094,60,0,0
validation_mixed_01__videomae,videomae,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.407,610.766,10.766,60,0,0
validation_mixed_02__videomae,videomae,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.39,609.937,9.937,60,0,0
validation_mixed_03__videomae,videomae,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.437,611.062,11.062,60,0,0
validation_real_only_01__videomae,videomae,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.422,610.766,10.766,60,0,0
calibration_fake_only_01__xception_df40,xception_df40,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,0.484,610.671,10.671,60,0,0
calibration_fake_only_02__xception_df40,xception_df40,calibration,fake_only,2,calibration_fake_only_02.mp4,598,score_raw,0.563,607.609,9.609,60,0,0
calibration_mixed_01__xception_df40,xception_df40,calibration,mixed,1,calibration_mixed_01.mp4,600,score_raw,0.547,610.953,10.953,60,0,0
calibration_mixed_02__xception_df40,xception_df40,calibration,mixed,2,calibration_mixed_02.mp4,601,score_raw,0.609,610.437,9.437,61,0,0
calibration_mixed_03__xception_df40,xception_df40,calibration,mixed,3,calibration_mixed_03.mp4,600,score_raw,0.609,610.656,10.656,60,0,0
calibration_mixed_04__xception_df40,xception_df40,calibration,mixed,4,calibration_mixed_04.mp4,601,score_raw,0.593,611.578,10.578,61,0,0
calibration_real_only_01__xception_df40,xception_df40,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.61,610.5,10.5,60,0,0
calibration_real_only_02__xception_df40,xception_df40,calibration,real_only,2,calibration_real_only_02.mp4,596,score_raw,0.593,605.859,9.859,60,0,0
calibration_real_only_03__xception_df40,xception_df40,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.656,610.594,10.594,60,0,0
test_fake_only_01__xception_df40,xception_df40,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.609,610.187,10.187,60,0,0
test_mixed_01__xception_df40,xception_df40,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.75,611.359,11.359,60,0,0
test_mixed_02__xception_df40,xception_df40,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.578,610.594,10.594,60,0,0
test_mixed_03__xception_df40,xception_df40,test,mixed,3,test_mixed_03.mp4,600,score_raw,1.234,609.25,9.25,60,0,0
test_real_only_01__xception_df40,xception_df40,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.594,610.828,10.828,60,0,0
validation_fake_only_01__xception_df40,xception_df40,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.453,610.5,10.5,60,0,0
validation_mixed_01__xception_df40,xception_df40,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.484,610.578,10.578,60,0,0
validation_mixed_02__xception_df40,xception_df40,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.531,610.766,10.766,60,0,0
validation_mixed_03__xception_df40,xception_df40,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.546,610.984,10.984,60,0,0
validation_real_only_01__xception_df40,xception_df40,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.625,610.547,10.547,60,0,0
