backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.49337,0.50663,100,92,0.345828,0.136546,0.138369,0.248723,0.339371,0.427163,0.580551,0.343732,0.140761,0.121864,0.250368,0.322467,0.435824,0.585106,-0.002096
efficientnet_b4,all,score_raw,low,0.478514,0.521486,269,243,0.344309,0.138601,0.137528,0.244291,0.331082,0.424608,0.590725,0.338084,0.156583,0.119689,0.222991,0.316348,0.436635,0.626978,-0.006225
effort_clip_l14,calibration,score_raw,high,0.521739,0.521739,100,92,0.820467,0.204286,0.43319,0.725497,0.890196,0.973777,0.998941,0.819039,0.22027,0.372012,0.703158,0.919177,0.982707,0.999576,-0.001428
effort_clip_l14,all,score_raw,high,0.536938,0.536938,269,243,0.802307,0.238901,0.243144,0.680739,0.915765,0.975052,0.998,0.830644,0.203144,0.431962,0.742671,0.907512,0.988571,0.999051,0.028337
f3net,calibration,score_raw,high,0.568261,0.568261,100,92,0.498032,0.195392,0.20802,0.360712,0.470265,0.636524,0.807322,0.543186,0.191402,0.234558,0.421953,0.56057,0.660719,0.877601,0.045154
f3net,all,score_raw,high,0.558906,0.558906,269,243,0.507256,0.191174,0.201149,0.378072,0.505389,0.650223,0.822425,0.554412,0.1975,0.261431,0.405751,0.526027,0.693709,0.922578,0.047156
i3d,calibration,score_raw,low,0.44663,0.55337,100,92,0.695289,0.031738,0.630415,0.684307,0.700961,0.717871,0.729319,0.687899,0.036941,0.612635,0.666039,0.696192,0.716956,0.729692,-0.007389
i3d,all,score_raw,low,0.461823,0.538177,268,242,0.697356,0.028807,0.642293,0.684066,0.703691,0.719843,0.729653,0.691371,0.034661,0.614934,0.670639,0.700539,0.718765,0.729428,-0.005985
videomae,calibration,score_raw,low,0.447826,0.552174,100,92,0.486459,0.202641,0.154884,0.328224,0.510234,0.63493,0.820444,0.444229,0.200494,0.102262,0.299506,0.466018,0.59273,0.717081,-0.04223
videomae,all,score_raw,low,0.457387,0.542613,269,243,0.467184,0.212529,0.121259,0.30801,0.489323,0.635776,0.809441,0.437225,0.218143,0.04582,0.264731,0.454916,0.578172,0.804,-0.02996
xception_df40,calibration,score_raw,low,0.474348,0.525652,100,92,0.71639,0.239129,0.232776,0.557895,0.794538,0.905899,0.98479,0.70301,0.231715,0.205385,0.536894,0.753837,0.896299,0.973897,-0.013379
xception_df40,all,score_raw,low,0.503695,0.496305,269,243,0.731629,0.234099,0.281189,0.617313,0.801175,0.920556,0.986182,0.735343,0.231337,0.2265,0.609347,0.810258,0.919485,0.991295,0.003713
