backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,high,0.502703,0.502703,strict_0.10,True,True,0.37,0.37,0.27,2,0.0,0.0,0.324324,11.293433,0.444444,0.324324,0.375,0.210403,0.40152,11.293433,0.18648,12,15,25,20,4,6,104,41,28.516667,21.45,4,0,72,0,0.0,6
effort_clip_l14,score_raw,low,0.499614,0.500386,strict_0.10,True,True,0.03,0.03,0.03,3,0.1,0.028333,0.810811,3.869712,0.6,0.810811,0.689655,0.350672,0.535359,3.869712,0.147905,30,20,7,15,6,10,104,87,28.516667,40.566667,6,0,72,0,0.0,6
f3net,score_raw,high,0.549807,0.549807,strict_0.10,True,True,0.53,0.53,0.43000000000000005,2,0.0,0.0,0.648649,6.361115,0.585366,0.648649,0.615385,0.280538,0.463472,6.361115,0.210738,24,17,13,18,6,8,104,72,28.516667,33.216667,7,0,72,0,0.0,6
i3d,score_raw,low,0.427027,0.572973,strict_0.10,True,True,0.31,0.31,0.26,2,0.0,0.0,0.594595,6.140519,0.578947,0.594595,0.586667,0.24547,0.432496,6.140519,0.163577,22,16,15,19,5,7,104,68,28.516667,30.566667,5,0,72,0,0.0,6
videomae,score_raw,low,0.468726,0.531274,strict_0.10,True,True,0.58,0.58,0.48,2,0.1,0.028333,0.540541,7.204375,0.588235,0.540541,0.56338,0.280538,0.370544,7.204375,0.289505,20,14,17,21,6,8,104,59,28.516667,27.633333,8,0,72,0,0.0,6
xception_df40,score_raw,low,0.411583,0.588417,strict_0.10,True,True,0.29,0.29,0.18999999999999997,2,0.1,0.028333,0.675676,5.432596,0.555556,0.675676,0.609756,0.385739,0.5564,5.432596,0.21419,25,20,12,15,6,11,104,77,28.516667,37.35,8,0,72,0,0.0,6
