rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,videomae,score_raw,low,strict_0.10,True,True,2,0.58,0.48,0.545455,0.206897,0.3,0.078176,0.149186,12.918202,0.548446,6,5,23,26,3,2,84,23,25.583333,9.116667,5,0,60,0,0.0,5
2,False,i3d,score_raw,low,strict_0.10,True,True,2,0.31,0.26,0.307692,0.275862,0.290909,0.156352,0.55114,13.878536,0.194489,8,18,21,13,4,4,84,18,25.583333,20.566667,4,0,60,0,0.0,5
3,False,efficientnet_b4,score_raw,high,strict_0.10,True,True,2,0.37,0.27,0.416667,0.344828,0.377358,0.19544,0.483388,12.267488,0.4,10,14,19,17,5,5,84,27,25.583333,20.0,8,0,60,0,0.0,5
4,False,f3net,score_raw,high,strict_0.10,True,True,2,0.53,0.43000000000000005,0.533333,0.551724,0.542373,0.234528,0.483388,9.173714,0.316206,16,14,13,17,5,6,84,42,25.583333,25.3,8,0,60,0,0.0,5
5,False,xception_df40,score_raw,low,strict_0.10,True,True,2,0.29,0.18999999999999997,0.47619,0.344828,0.4,0.234528,0.309446,11.959476,0.371517,10,11,19,20,5,6,84,25,25.583333,16.15,6,0,60,0,0.0,5
6,False,effort_clip_l14,score_raw,low,strict_0.10,True,True,3,0.03,0.03,0.422222,0.655172,0.513514,0.312704,0.827362,5.413083,0.190476,19,26,10,5,6,8,84,58,25.583333,36.75,7,0,60,0,0.0,5
