backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.434551,0.565449,43,35,0.361846,0.110706,0.201387,0.291086,0.346983,0.430105,0.511363,0.32764,0.105712,0.148102,0.259846,0.359359,0.403465,0.470212,-0.034206
efficientnet_b4,all,score_raw,low,0.455822,0.544178,112,96,0.350756,0.111595,0.19901,0.265337,0.341395,0.406866,0.562297,0.332571,0.1239,0.14826,0.247632,0.320619,0.405903,0.526731,-0.018184
effort_clip_l14,calibration,score_raw,high,0.500997,0.500997,43,35,0.820285,0.162144,0.594485,0.75088,0.831045,0.963818,0.989409,0.816564,0.176599,0.512695,0.705446,0.879118,0.939769,0.996397,-0.003721
effort_clip_l14,all,score_raw,high,0.502046,0.502046,112,96,0.815611,0.182341,0.463582,0.761632,0.847614,0.955633,0.990895,0.813867,0.178939,0.490716,0.699579,0.883908,0.962226,0.995943,-0.001744
f3net,calibration,score_raw,high,0.530897,0.530897,43,35,0.514684,0.164201,0.275221,0.403401,0.496345,0.605237,0.746364,0.527604,0.154744,0.27046,0.412866,0.508579,0.637715,0.770162,0.01292
f3net,all,score_raw,high,0.606585,0.606585,112,96,0.499481,0.14815,0.267356,0.403898,0.494592,0.596146,0.715099,0.563198,0.164391,0.315325,0.463991,0.542366,0.667582,0.823551,0.063717
i3d,calibration,score_raw,low,0.471096,0.528904,43,35,0.693432,0.023702,0.65139,0.683992,0.69982,0.710074,0.722599,0.690956,0.024035,0.647835,0.672592,0.692384,0.710645,0.720807,-0.002476
i3d,all,score_raw,low,0.504743,0.495257,112,96,0.694836,0.022494,0.654611,0.68148,0.698561,0.710757,0.723547,0.695435,0.021951,0.658825,0.679195,0.698223,0.713977,0.723532,0.000598
videomae,calibration,score_raw,low,0.433887,0.566113,43,35,0.486827,0.123895,0.268226,0.415107,0.495955,0.565972,0.689489,0.447678,0.188322,0.161675,0.320534,0.436505,0.647753,0.69572,-0.039149
videomae,all,score_raw,low,0.465774,0.534226,112,96,0.466659,0.14139,0.190896,0.378738,0.467826,0.561054,0.696593,0.437584,0.188408,0.098646,0.317197,0.45126,0.570324,0.692485,-0.029075
xception_df40,calibration,score_raw,low,0.39402,0.60598,43,35,0.741137,0.163678,0.444986,0.63564,0.793985,0.877829,0.936981,0.676354,0.179994,0.391459,0.546493,0.682579,0.823636,0.938689,-0.064783
xception_df40,all,score_raw,low,0.489769,0.510231,112,96,0.741348,0.167098,0.45688,0.636333,0.775595,0.876551,0.949271,0.723159,0.202499,0.314458,0.60807,0.750121,0.874538,0.974021,-0.01819
