backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.434551,0.565449,strict_0.10,True,True,0.76,0.76,0.66,1,0.0,0.0,0.342857,11.664913,0.705882,0.342857,0.461538,0.123457,0.111111,11.664913,1.25,12,5,23,38,9,4,104,34,32.4,12.8,16,0,78,0,0.0,6
effort_clip_l14,score_raw,high,0.500997,0.500997,strict_0.10,True,True,0.87,0.87,0.87,3,0.0,0.0,0.142857,13.572567,0.277778,0.142857,0.188679,0.092593,0.296296,13.572567,0.147059,5,13,30,30,2,3,104,29,32.4,13.6,2,0,78,0,0.0,6
f3net,score_raw,high,0.530897,0.530897,strict_0.10,True,True,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.514286,6.293067,0.439024,0.514286,0.473684,0.277778,0.530864,6.293067,0.25641,18,23,17,20,6,9,104,71,32.4,31.2,8,0,78,0,0.0,6
i3d,score_raw,low,0.471096,0.528904,strict_0.10,True,True,0.31,0.31,0.26,2,0.0,0.0,0.571429,6.905317,0.540541,0.571429,0.555556,0.246914,0.37037,6.905317,0.181159,20,17,15,26,5,8,104,63,32.4,27.6,5,0,78,0,0.0,6
videomae,score_raw,low,0.433887,0.566113,strict_0.10,True,True,0.55,0.55,0.45000000000000007,2,0.1,0.04,0.657143,5.849567,0.560976,0.657143,0.605263,0.216049,0.395062,5.849567,0.227273,23,18,12,25,6,7,104,69,32.4,30.8,7,0,78,0,0.0,6
xception_df40,score_raw,low,0.39402,0.60598,strict_0.10,True,True,0.17,0.17,0.12000000000000001,3,0.1,0.04,0.514286,7.180481,0.461538,0.514286,0.486486,0.277778,0.45679,7.180481,0.208333,18,21,17,22,6,9,104,64,32.4,28.8,6,0,78,0,0.0,6
