rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,i3d,score_raw,low,strict_0.10,True,True,2,0.32,0.27,0.3125,0.2,0.243902,0.080537,0.430872,15.622631,0.263158,10,22,40,28,4,2,84,13,24.833333,15.2,4,0,100,0,0.0,5
2,False,effort_clip_l14,score_raw,high,strict_0.10,True,True,2,0.97,0.87,0.6875,0.44,0.536585,0.120805,0.208054,10.959369,0.555556,22,10,28,40,5,3,84,36,24.833333,16.2,9,0,100,0,0.0,5
3,False,efficientnet_b4,score_raw,high,strict_0.10,True,True,2,0.45,0.35,0.625,0.2,0.30303,0.120805,0.111409,15.10344,1.315789,10,6,40,44,6,3,84,13,24.833333,7.6,10,0,100,0,0.0,5
4,False,videomae,score_raw,low,strict_0.10,True,True,2,0.62,0.52,0.478261,0.22,0.30137,0.161074,0.236242,13.692155,0.952381,11,12,39,38,6,4,84,17,24.833333,11.55,11,0,100,0,0.0,5
5,False,xception_df40,score_raw,low,strict_0.10,True,True,1,0.6,0.5,0.25,0.04,0.068966,0.201342,0.097987,16.248738,2.884615,2,6,48,44,6,5,84,7,24.833333,3.466667,10,0,100,0,0.0,5
6,False,f3net,score_raw,high,strict_0.10,True,True,2,0.54,0.44000000000000006,0.62963,0.68,0.653846,0.281879,0.416107,6.057393,0.367197,34,20,16,30,6,7,84,55,24.833333,27.233333,10,0,100,0,0.0,5
