window_s,backend_count,validation_f1_mean,validation_false_alerts_per_min_mean,validation_ttfd_s_mean,test_f1_mean,test_false_alerts_per_min_mean,test_ttfd_s_mean,test_auc_mean,validation_rule_rank,test_rule_rank,test_f1_rank
1,6,0.6640579500794881,2.0627503337783715,0.13846230158730158,0.6636595907616953,2.095808383233533,0.10230284552845528,0.5315015000000001,7,7,6
5,6,0.6631998942499867,2.029372496662216,0.20099999999999996,0.6643863081346171,2.0825016633399867,0.05462601626016264,0.5395496666666667,1,5,4
10,6,0.6657230972195969,2.0360480640854473,0.10317460317460317,0.6647836902390324,2.0891550232867595,0.03970121951219512,0.5433844999999999,2,6,3
15,6,0.6654454446536702,2.0427236315086783,0.12655158730158728,0.6648330031496499,2.0825016633399867,0.048528455284552886,0.5486275,3,4,2
20,6,0.6654716840485609,2.0493991989319094,0.10317460317460317,0.6651548044998328,2.0825016633399867,0.03563617886178862,0.5363123333333334,4,3,1
30,6,0.6618925527954161,2.0560747663551404,0.16714484126984125,0.6637662331453061,2.0691949434464405,0.08747764227642274,0.5600168333333333,5,1,5
60,6,0.6596767761241915,2.0560747663551404,0.3474365079365077,0.663016967616156,2.0691949434464405,0.12388821138211382,0.5234096666666667,6,2,7
