rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,xception_df40,score_raw,low,strict_0.10,True,True,2,0.46,0.46,0.428571,0.058824,0.103448,0.087527,0.076586,17.01256,0.882353,3,4,48,40,2,2,84,4,22.85,3.4,3,0,95,0,0.0,5
2,False,effort_clip_l14,score_raw,high,strict_0.10,True,True,2,0.98,0.98,0.714286,0.196078,0.307692,0.131291,0.09628,13.878607,1.038961,10,4,41,40,4,3,84,21,22.85,7.7,8,0,95,0,0.0,5
3,False,videomae,score_raw,low,strict_0.10,True,True,2,0.59,0.49,0.545455,0.235294,0.328767,0.131291,0.221007,14.074095,0.600858,12,10,39,34,4,3,84,13,22.85,11.65,7,0,95,0,0.0,5
4,False,efficientnet_b4,score_raw,low,strict_0.10,True,True,3,0.71,0.71,0.25,0.058824,0.095238,0.131291,0.177243,17.076631,0.952381,3,9,48,35,4,3,84,4,22.85,5.25,5,0,95,0,0.0,5
5,False,i3d,score_raw,low,strict_0.10,True,True,2,0.32,0.27,0.285714,0.235294,0.258065,0.306346,0.66302,14.004726,0.239808,12,30,39,14,5,7,84,21,22.85,20.85,5,1,94,0,0.010526,5
6,False,f3net,score_raw,high,strict_0.10,True,True,2,0.53,0.43000000000000005,0.596154,0.607843,0.601942,0.525164,0.485777,6.40731,0.40367,31,21,20,23,7,12,84,53,22.85,27.25,11,0,95,0,0.0,5
