backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.479431,0.520569,61,53,0.347781,0.1206,0.145606,0.254052,0.338435,0.428187,0.55195,0.341115,0.124215,0.143755,0.263699,0.321756,0.424466,0.513528,-0.006665
efficientnet_b4,all,score_raw,low,0.464811,0.535189,152,152,0.349026,0.119211,0.168474,0.255381,0.334369,0.425697,0.576919,0.33402,0.13744,0.119648,0.247525,0.321454,0.421192,0.560322,-0.015006
effort_clip_l14,calibration,score_raw,high,0.526755,0.526755,61,53,0.811111,0.185344,0.525056,0.69474,0.834937,0.970767,0.996587,0.825099,0.192805,0.454136,0.750495,0.899436,0.968614,0.999161,0.013988
effort_clip_l14,all,score_raw,high,0.494503,0.494503,152,152,0.813238,0.207894,0.375132,0.72673,0.892218,0.967308,0.996737,0.81643,0.187461,0.469047,0.698766,0.871739,0.969652,0.997322,0.003192
f3net,calibration,score_raw,high,0.611506,0.611506,61,53,0.482695,0.167345,0.24197,0.355176,0.495422,0.603924,0.724881,0.557456,0.17913,0.2903,0.443735,0.537577,0.665141,0.846833,0.074761
f3net,all,score_raw,high,0.636037,0.636037,152,152,0.482947,0.159419,0.244522,0.375445,0.483832,0.603908,0.724604,0.570981,0.178588,0.288508,0.450043,0.555941,0.696375,0.887512,0.088034
i3d,calibration,score_raw,low,0.476338,0.523662,61,53,0.694625,0.026098,0.645048,0.67788,0.697771,0.712674,0.729678,0.690931,0.030429,0.638863,0.671625,0.695466,0.715287,0.729513,-0.003694
i3d,all,score_raw,low,0.450157,0.549843,151,152,0.698066,0.023552,0.653431,0.685234,0.702234,0.715438,0.73015,0.69313,0.026677,0.648361,0.675735,0.697703,0.715524,0.729372,-0.004936
videomae,calibration,score_raw,low,0.410455,0.589545,61,53,0.500168,0.143508,0.282233,0.415081,0.494781,0.592026,0.687322,0.43374,0.194092,0.129107,0.284471,0.454457,0.578469,0.713516,-0.066428
videomae,all,score_raw,low,0.409842,0.590158,152,152,0.486083,0.15785,0.22185,0.377662,0.487906,0.592886,0.728679,0.421792,0.201931,0.074161,0.261248,0.445175,0.562853,0.755211,-0.064291
xception_df40,calibration,score_raw,low,0.453449,0.546551,61,53,0.725883,0.186218,0.429015,0.622412,0.783675,0.871222,0.961093,0.6977,0.196097,0.350587,0.591384,0.728646,0.829849,0.960983,-0.028183
xception_df40,all,score_raw,low,0.458232,0.541768,152,152,0.74896,0.194953,0.398222,0.620348,0.807611,0.902049,0.978934,0.718654,0.208961,0.349497,0.601956,0.754905,0.894665,0.974368,-0.030306
