backend,split,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
always_real,validation,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0,0,1812,1788,0,0,504,0,149.0,0.0,0,11,3588,1,0.003056,30
always_real,test,0.0,0.0,0.0,0.0,0.0,18.292707,0.0,0,0,1830,1770,0,0,492,0,147.5,0.0,0,0,3600,0,0.0,30
always_fake,validation,0.503333,1.0,0.669623,2.013423,1.0,0.0,0.0,1812,1788,0,0,30,300,504,504,149.0,300.0,0,11,3588,1,0.003056,30
always_fake,test,0.508333,1.0,0.674033,2.115254,1.0,0.0,0.0,1830,1770,0,0,30,312,492,492,147.5,300.0,0,0,3600,0,0.0,30
