backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.508415,0.508415,47,67,0.343225,0.127269,0.132953,0.271066,0.336098,0.414114,0.543902,0.34699,0.118133,0.167614,0.278134,0.3318,0.426588,0.542441,0.003765
efficientnet_b4,all,score_raw,high,0.457446,0.457446,154,150,0.350029,0.125986,0.164777,0.26824,0.340676,0.419395,0.565273,0.33305,0.133766,0.149309,0.233381,0.312733,0.422273,0.550985,-0.016979
effort_clip_l14,calibration,score_raw,high,0.542077,0.542077,47,67,0.814821,0.168478,0.562049,0.726729,0.846085,0.955246,0.986885,0.823391,0.180929,0.570406,0.711686,0.876003,0.971988,0.995507,0.00857
effort_clip_l14,all,score_raw,high,0.515238,0.515238,154,150,0.81143,0.198032,0.390958,0.717973,0.8711,0.96354,0.993679,0.819964,0.187689,0.486577,0.703222,0.879647,0.96916,0.996761,0.008534
f3net,calibration,score_raw,high,0.563036,0.563036,47,67,0.498876,0.173686,0.260205,0.375455,0.4913,0.623478,0.777288,0.535819,0.16898,0.258598,0.419013,0.520894,0.68428,0.775985,0.036944
f3net,all,score_raw,high,0.570087,0.570087,154,150,0.506499,0.167271,0.250745,0.39975,0.493817,0.6019,0.796382,0.554574,0.174449,0.294809,0.431839,0.539575,0.688022,0.866186,0.048075
i3d,calibration,score_raw,low,0.496348,0.503652,47,67,0.690851,0.029459,0.624517,0.674342,0.696107,0.710772,0.728415,0.692126,0.026328,0.656137,0.675034,0.695876,0.712456,0.724927,0.001275
i3d,all,score_raw,low,0.442554,0.557446,154,150,0.697069,0.024638,0.644553,0.684871,0.701431,0.713369,0.727935,0.691881,0.026868,0.64054,0.674761,0.695456,0.712606,0.724979,-0.005188
videomae,calibration,score_raw,low,0.420768,0.579232,47,67,0.498716,0.176481,0.159304,0.37737,0.564096,0.615978,0.697914,0.443691,0.187892,0.141522,0.318092,0.450894,0.600924,0.692296,-0.055025
videomae,all,score_raw,low,0.419307,0.580693,154,150,0.480771,0.178615,0.149563,0.352175,0.487619,0.60133,0.773316,0.424038,0.197711,0.069898,0.280748,0.43901,0.561902,0.707944,-0.056734
xception_df40,calibration,score_raw,high,0.521435,0.521435,47,67,0.706336,0.171675,0.389966,0.589626,0.702461,0.857862,0.952628,0.71237,0.190309,0.394249,0.604865,0.737685,0.869755,0.956238,0.006034
xception_df40,all,score_raw,high,0.464719,0.464719,154,150,0.748703,0.184788,0.385988,0.641299,0.777841,0.894793,0.97869,0.717125,0.211095,0.276077,0.60453,0.739942,0.888697,0.972321,-0.031578
