backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_f1,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.465488,0.534512,strict_0.50,True,True,0.86,0.86,0.76,3,0.5,0.183333,0.171016,0.268760907504363,13.043981,0.512479,0.171016,0.256453,0.733741,0.162868,13.043981,5.490849,308,293,1493,1506,28,22,104,26,29.983333,10.016667,55,0,3600,0,0.0,6
effort_clip_l14,score_raw,low,0.495341,0.504659,strict_0.50,True,True,0.51,0.51,0.41000000000000003,3,0.5,0.1,0.16824,0.2634782608695652,12.816529,0.542039,0.16824,0.25678,1.000556,0.142301,12.816529,7.620751,303,256,1498,1543,36,30,104,31,29.983333,9.316667,71,6,3593,1,0.001667,6
f3net,score_raw,high,0.516392,0.516392,strict_0.50,True,True,0.71,0.71,0.61,3,0.5,0.111667,0.327596,0.42248478338703904,9.84401,0.557129,0.327596,0.412587,1.634241,0.2607,9.84401,5.552408,590,469,1211,1330,50,49,104,58,29.983333,17.65,98,0,3600,0,0.0,6
i3d,score_raw,low,0.476789,0.523211,strict_0.50,True,True,0.37,0.37,0.27,3,0.5,0.298333,0.39367,0.4968465311843028,9.571856,0.575487,0.39367,0.467524,1.133963,0.290717,9.571856,2.094156,709,523,1092,1276,22,34,104,47,29.983333,20.533333,43,9,3590,1,0.0025,6
videomae,score_raw,low,0.45165,0.54835,strict_0.50,True,True,0.91,0.91,0.81,3,0.4,0.08,0.173792,0.2718193660442901,12.262231,0.569091,0.173792,0.26627,0.9005,0.13174,12.262231,7.418182,313,237,1488,1562,34,27,104,34,29.983333,9.166667,68,0,3600,0,0.0,6
xception_df40,score_raw,low,0.482582,0.517418,strict_0.50,True,True,0.77,0.77,0.72,3,0.5,0.101667,0.11216,0.1860036832412523,13.689048,0.467593,0.11216,0.180923,0.800445,0.127849,13.689048,7.777778,202,230,1599,1569,28,24,104,25,29.983333,7.2,56,0,3600,0,0.0,6
