backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.465278,0.534722,48,42,0.350823,0.116628,0.159218,0.293966,0.356083,0.427451,0.494541,0.340887,0.105711,0.18299,0.26385,0.349797,0.405948,0.52022,-0.009936
efficientnet_b4,all,score_raw,low,0.512017,0.487983,118,122,0.339817,0.109466,0.167079,0.261754,0.337309,0.410722,0.499568,0.344383,0.127731,0.132524,0.247148,0.349797,0.439367,0.54396,0.004566
effort_clip_l14,calibration,score_raw,high,0.526786,0.526786,48,42,0.810653,0.169727,0.561299,0.691433,0.822697,0.974497,0.991893,0.82928,0.170482,0.488629,0.730616,0.896348,0.951957,0.992731,0.018627
effort_clip_l14,all,score_raw,high,0.514726,0.514726,118,122,0.809826,0.190058,0.428063,0.716706,0.850461,0.967317,0.992247,0.820767,0.178563,0.46436,0.725343,0.887515,0.960742,0.996129,0.010941
f3net,calibration,score_raw,high,0.660218,0.660218,48,42,0.484319,0.156765,0.245025,0.375699,0.471299,0.576063,0.750308,0.562839,0.147292,0.343444,0.467299,0.535298,0.670195,0.795758,0.078521
f3net,all,score_raw,high,0.666852,0.666852,118,122,0.483501,0.150923,0.2377,0.39273,0.477419,0.583567,0.722028,0.574779,0.155634,0.343143,0.464014,0.567458,0.68158,0.836524,0.091278
i3d,calibration,score_raw,high,0.527778,0.527778,48,42,0.691724,0.025686,0.643786,0.68274,0.694926,0.711952,0.727693,0.692164,0.028001,0.634482,0.676021,0.701527,0.71599,0.723763,0.00044
i3d,all,score_raw,high,0.502662,0.502662,117,122,0.694777,0.023511,0.649078,0.68403,0.69717,0.71171,0.727233,0.694455,0.023706,0.645393,0.680243,0.699659,0.713397,0.723042,-0.000323
videomae,calibration,score_raw,low,0.40377,0.59623,48,42,0.496135,0.138213,0.301585,0.382377,0.502117,0.610975,0.676024,0.435596,0.190214,0.119322,0.333889,0.418252,0.540017,0.725733,-0.060539
videomae,all,score_raw,low,0.429008,0.570992,118,122,0.477746,0.15706,0.165627,0.377852,0.483324,0.590248,0.721308,0.429293,0.186275,0.093458,0.310838,0.44227,0.546506,0.718367,-0.048452
xception_df40,calibration,score_raw,low,0.474702,0.525298,48,42,0.712329,0.189527,0.357508,0.566604,0.759034,0.861197,0.958745,0.708922,0.159577,0.410752,0.592066,0.741046,0.840297,0.901091,-0.003407
xception_df40,all,score_raw,low,0.490692,0.509308,118,122,0.737861,0.184973,0.387081,0.619397,0.7945,0.874399,0.96878,0.728232,0.194663,0.355809,0.615736,0.753739,0.879467,0.962555,-0.009629
