backend,split,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
always_real,validation,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0,0,228,222,0,0,504,0,147.2,0.0,0,1,449,0,0.002222,30
always_real,test,0.0,0.0,0.0,0.0,0.0,18.292707,0.0,0,0,252,198,0,0,492,0,129.3,0.0,0,0,450,0,0.0,30
always_fake,validation,0.506667,1.0,0.672566,0.529891,1.0,0.0,0.0,228,222,0,0,30,78,504,504,147.2,300.0,0,1,449,0,0.002222,30
always_fake,test,0.56,1.0,0.717949,0.510441,1.0,0.0,0.0,252,198,0,0,30,66,492,492,129.3,300.0,0,0,450,0,0.0,30
