backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.456198,0.543802,strict_0.10,True,True,0.8,0.8,0.7000000000000001,3,0.0,0.0,0.213483,13.348163,0.716981,0.213483,0.329004,0.32967,0.082418,13.348163,1.584906,38,15,140,167,7,10,104,21,30.333333,8.833333,14,0,360,0,0.0,6
effort_clip_l14,score_raw,high,0.526608,0.526608,strict_0.10,True,True,0.99,0.99,0.89,3,0.0,0.0,0.207865,13.263308,0.587302,0.207865,0.307054,0.56044,0.142857,13.263308,1.142857,37,26,141,156,7,17,104,27,30.333333,10.5,12,0,360,0,0.0,6
f3net,score_raw,high,0.505556,0.505556,strict_0.10,True,True,0.61,0.61,0.51,2,0.1,0.05,0.488764,7.746548,0.6,0.488764,0.5387,1.318681,0.318681,7.746548,1.944828,87,58,91,124,25,40,104,68,30.333333,24.166667,47,0,360,0,0.0,6
i3d,score_raw,low,0.473639,0.526361,strict_0.10,True,True,0.33,0.33,0.23,3,0.0,0.0,0.634831,6.46699,0.642045,0.634831,0.638418,1.252747,0.346154,6.46699,0.170455,113,63,65,119,5,38,104,65,30.333333,29.333333,5,0,360,0,0.0,6
videomae,score_raw,low,0.437214,0.562786,strict_0.10,True,True,0.66,0.66,0.56,3,0.0,0.0,0.505618,8.149596,0.687023,0.505618,0.582524,0.956044,0.225275,8.149596,1.19084,90,41,88,141,13,29,104,53,30.333333,21.833333,26,0,360,0,0.0,6
xception_df40,score_raw,low,0.487838,0.512162,strict_0.10,True,True,0.44,0.44,0.44,3,0.1,0.05,0.230337,12.609135,0.61194,0.230337,0.334694,0.527473,0.142857,12.609135,2.507463,41,26,137,156,14,16,104,27,30.333333,11.166667,28,0,360,0,0.0,6
