backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.45552,0.54448,302,298,0.355962,0.166227,0.118622,0.234723,0.340791,0.460727,0.669804,0.333662,0.170088,0.098832,0.207626,0.314681,0.427211,0.668362,-0.022299
efficientnet_b4,all,score_raw,low,0.464099,0.535901,804,796,0.351159,0.176041,0.114571,0.217266,0.319312,0.459341,0.685406,0.331302,0.179772,0.09728,0.196143,0.302545,0.438845,0.675017,-0.019857
effort_clip_l14,calibration,score_raw,low,0.481221,0.518779,302,298,0.831422,0.242322,0.274309,0.751587,0.957813,0.993653,0.99985,0.809622,0.252916,0.24398,0.698621,0.937869,0.99501,0.999956,-0.0218
effort_clip_l14,all,score_raw,low,0.514214,0.485786,804,796,0.808225,0.273912,0.141204,0.723872,0.955366,0.994575,0.999908,0.824072,0.250435,0.24197,0.746716,0.957642,0.996098,0.999886,0.015847
f3net,calibration,score_raw,high,0.515267,0.515267,302,298,0.51563,0.221463,0.154379,0.363774,0.49523,0.660001,0.926426,0.525723,0.241679,0.115633,0.368317,0.527835,0.698798,0.943643,0.010093
f3net,all,score_raw,high,0.528901,0.528901,804,795,0.517698,0.224099,0.145029,0.36307,0.511772,0.659918,0.927097,0.544164,0.238395,0.139529,0.383279,0.520701,0.706999,0.971969,0.026466
i3d,calibration,score_raw,low,0.479566,0.520434,302,298,0.693214,0.041563,0.590089,0.678102,0.706588,0.726001,0.730547,0.689544,0.043129,0.594587,0.670667,0.701711,0.724558,0.730842,-0.00367
i3d,all,score_raw,low,0.478833,0.521167,801,791,0.695731,0.03843,0.611565,0.678444,0.708973,0.724727,0.730662,0.692366,0.040319,0.605847,0.673993,0.705977,0.723847,0.730745,-0.003365
videomae,calibration,score_raw,low,0.439708,0.560292,302,298,0.492598,0.242241,0.063439,0.292712,0.508364,0.67617,0.904134,0.436784,0.263401,0.017196,0.199596,0.451067,0.629457,0.866325,-0.055814
videomae,all,score_raw,low,0.434455,0.565545,804,796,0.482031,0.256847,0.052892,0.282011,0.489966,0.682596,0.905862,0.422747,0.266091,0.021281,0.194243,0.426621,0.604547,0.88913,-0.059284
xception_df40,calibration,score_raw,low,0.482088,0.517912,302,298,0.712618,0.286803,0.139946,0.513772,0.820013,0.957357,0.999042,0.704822,0.28116,0.131154,0.511717,0.807068,0.94351,0.997918,-0.007795
xception_df40,all,score_raw,low,0.504309,0.495691,804,796,0.730043,0.275257,0.168702,0.536646,0.833602,0.964504,0.9986,0.736407,0.272792,0.147347,0.565885,0.837928,0.957607,0.998575,0.006363
