backend,split,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
always_real,validation,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0,0,1482,1518,0,0,504,0,151.8,0.0,0,9,2991,0,0.003,30
always_real,test,0.0,0.0,0.0,0.0,0.0,18.292707,0.0,0,0,1506,1494,0,0,492,0,149.4,0.0,0,0,3000,0,0.0,30
always_fake,validation,0.494,1.0,0.661312,1.976285,1.0,0.0,0.0,1482,1518,0,0,30,300,504,504,151.8,300.0,0,9,2991,0,0.003,30
always_fake,test,0.502,1.0,0.668442,2.088353,1.0,0.0,0.0,1506,1494,0,0,30,312,492,492,149.4,300.0,0,0,3000,0,0.0,30
