backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.501838,0.501838,34,32,0.340145,0.095655,0.195414,0.27325,0.34619,0.414833,0.476031,0.352003,0.118759,0.19604,0.294613,0.336192,0.407818,0.559699,0.011858
efficientnet_b4,all,score_raw,high,0.437037,0.437037,95,81,0.349531,0.102221,0.195686,0.279774,0.350467,0.416497,0.496791,0.333769,0.119585,0.155174,0.25638,0.327558,0.390694,0.545873,-0.015762
effort_clip_l14,calibration,score_raw,low,0.460478,0.539522,34,32,0.824636,0.17897,0.582947,0.80177,0.862963,0.939112,0.976366,0.809087,0.157263,0.586639,0.704254,0.805412,0.948371,0.988797,-0.015549
effort_clip_l14,all,score_raw,low,0.493307,0.506693,95,81,0.8086,0.192526,0.476907,0.741991,0.870642,0.945422,0.989003,0.820381,0.14676,0.581746,0.710726,0.861883,0.944776,0.99268,0.011781
f3net,calibration,score_raw,high,0.508272,0.508272,34,32,0.503623,0.146288,0.276546,0.454161,0.484687,0.590319,0.73211,0.533945,0.166736,0.343644,0.415359,0.497354,0.608593,0.851139,0.030322
f3net,all,score_raw,high,0.546459,0.546459,95,81,0.509177,0.143932,0.270245,0.439007,0.50724,0.590561,0.743344,0.547516,0.152156,0.345135,0.450369,0.529618,0.62112,0.837081,0.038338
i3d,calibration,score_raw,low,0.363971,0.636029,34,32,0.697661,0.0179,0.662151,0.691067,0.700515,0.70675,0.724207,0.687732,0.024035,0.644433,0.669079,0.690778,0.701207,0.724327,-0.009929
i3d,all,score_raw,low,0.411696,0.588304,95,81,0.698393,0.019778,0.663487,0.685759,0.701872,0.709949,0.726874,0.692585,0.020339,0.660134,0.681207,0.693234,0.708417,0.722049,-0.005808
videomae,calibration,score_raw,low,0.409926,0.590074,34,32,0.495399,0.124459,0.34042,0.403403,0.462852,0.568982,0.713619,0.445527,0.162287,0.188097,0.339851,0.435452,0.549802,0.679694,-0.049872
videomae,all,score_raw,low,0.410526,0.589474,95,81,0.473146,0.148249,0.207328,0.391245,0.464645,0.568628,0.713045,0.430698,0.146189,0.189156,0.334179,0.431016,0.528029,0.678903,-0.042448
xception_df40,calibration,score_raw,low,0.387868,0.612132,34,32,0.744653,0.141663,0.479683,0.694864,0.774422,0.852091,0.932338,0.682852,0.152103,0.504375,0.551548,0.698465,0.795551,0.88098,-0.061801
xception_df40,all,score_raw,low,0.42963,0.57037,95,81,0.748488,0.173326,0.416287,0.687517,0.76889,0.875217,0.971314,0.716493,0.163644,0.459713,0.61383,0.733295,0.840148,0.962722,-0.031995
