backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.484793,0.515207,35,31,0.349397,0.105105,0.195216,0.289683,0.342861,0.422722,0.494547,0.344523,0.096496,0.223212,0.26524,0.35021,0.395778,0.512057,-0.004875
efficientnet_b4,all,score_raw,low,0.464987,0.535013,90,86,0.347649,0.103926,0.194644,0.273459,0.343478,0.422584,0.519932,0.3381,0.111423,0.167088,0.257477,0.328724,0.394335,0.532954,-0.009549
effort_clip_l14,calibration,score_raw,low,0.435023,0.564977,35,31,0.834464,0.149222,0.562269,0.768009,0.862857,0.945675,0.978857,0.801872,0.15473,0.567408,0.729947,0.805007,0.923708,0.994597,-0.032592
effort_clip_l14,all,score_raw,low,0.487468,0.512532,90,86,0.812486,0.178916,0.456974,0.747427,0.873573,0.949418,0.988117,0.818466,0.148561,0.559678,0.725025,0.851887,0.938177,0.99255,0.00598
f3net,calibration,score_raw,high,0.552074,0.552074,35,31,0.508139,0.157803,0.287329,0.427675,0.47699,0.604405,0.769311,0.536233,0.125264,0.37864,0.4446,0.508447,0.603264,0.783017,0.028094
f3net,all,score_raw,high,0.596124,0.596124,90,86,0.504674,0.147432,0.278964,0.417783,0.490765,0.599083,0.772776,0.555161,0.137023,0.370489,0.46374,0.531316,0.62745,0.815146,0.050487
i3d,calibration,score_raw,low,0.308756,0.691244,35,31,0.700057,0.016309,0.668336,0.6932,0.700053,0.711587,0.724479,0.683559,0.024301,0.642077,0.663372,0.686756,0.700619,0.719083,-0.016498
i3d,all,score_raw,low,0.355426,0.644574,90,86,0.700489,0.016776,0.668256,0.691099,0.7009,0.713482,0.724673,0.68948,0.022399,0.644159,0.675932,0.692647,0.704835,0.722482,-0.011009
videomae,calibration,score_raw,low,0.407373,0.592627,35,31,0.496188,0.125195,0.324427,0.386306,0.473044,0.598512,0.705404,0.440395,0.17743,0.157752,0.326956,0.425629,0.559586,0.71595,-0.055793
videomae,all,score_raw,low,0.433204,0.566796,90,86,0.468952,0.151912,0.205974,0.380139,0.468124,0.566036,0.707329,0.437296,0.159528,0.195402,0.342255,0.420976,0.543855,0.684677,-0.031656
xception_df40,calibration,score_raw,low,0.413825,0.586175,35,31,0.730509,0.14483,0.463845,0.624155,0.753807,0.844324,0.923559,0.689277,0.148087,0.478317,0.603182,0.714945,0.80344,0.897136,-0.041231
xception_df40,all,score_raw,low,0.456202,0.543798,90,86,0.741131,0.171177,0.444005,0.644731,0.76766,0.855045,0.960876,0.722938,0.1623,0.471732,0.617818,0.742501,0.850721,0.966388,-0.018193
