backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.470664,0.529336,449,451,0.352936,0.174375,0.118535,0.216808,0.335499,0.47254,0.66785,0.336872,0.177092,0.09326,0.201097,0.313639,0.4455,0.680994,-0.016063
efficientnet_b4,all,score_raw,low,0.468831,0.531169,1203,1197,0.349736,0.181131,0.110379,0.208047,0.31567,0.465624,0.689104,0.332783,0.186744,0.093456,0.18722,0.304121,0.445993,0.700484,-0.016953
effort_clip_l14,calibration,score_raw,low,0.494704,0.505296,449,451,0.827471,0.248758,0.26458,0.749799,0.956348,0.995914,0.999887,0.81388,0.258956,0.201078,0.709987,0.947166,0.996652,0.999965,-0.013592
effort_clip_l14,all,score_raw,low,0.508477,0.491523,1203,1197,0.809666,0.278472,0.126112,0.722672,0.956805,0.996467,0.999947,0.822633,0.25933,0.179554,0.745059,0.963109,0.996939,0.999944,0.012967
f3net,calibration,score_raw,high,0.518808,0.518808,449,451,0.513177,0.232472,0.136294,0.340404,0.502113,0.674885,0.933747,0.528077,0.246313,0.115456,0.356426,0.541352,0.694422,0.95718,0.0149
f3net,all,score_raw,high,0.528939,0.528939,1203,1194,0.517209,0.232071,0.133451,0.35361,0.509969,0.675787,0.938878,0.544836,0.246071,0.143184,0.368096,0.526388,0.708361,0.980592,0.027627
i3d,calibration,score_raw,low,0.475714,0.524286,449,450,0.692766,0.044253,0.591738,0.673838,0.708859,0.726797,0.730783,0.689937,0.043209,0.598454,0.667152,0.704623,0.725353,0.730912,-0.002829
i3d,all,score_raw,low,0.476171,0.523829,1196,1190,0.695537,0.040974,0.604038,0.677887,0.710798,0.726616,0.730842,0.692514,0.04184,0.605887,0.671025,0.708067,0.724996,0.730871,-0.003023
videomae,calibration,score_raw,low,0.448373,0.551627,449,451,0.488803,0.257939,0.038619,0.292691,0.506659,0.677503,0.909613,0.441058,0.271306,0.014665,0.203012,0.457775,0.639269,0.890916,-0.047745
videomae,all,score_raw,low,0.442217,0.557783,1203,1197,0.4793,0.269211,0.037246,0.261764,0.484366,0.686126,0.913136,0.425641,0.275021,0.018236,0.185348,0.420648,0.625919,0.916351,-0.053659
xception_df40,calibration,score_raw,low,0.486748,0.513252,449,451,0.710214,0.298385,0.113067,0.525405,0.830509,0.963514,0.999503,0.707285,0.28733,0.133736,0.493257,0.813056,0.952757,0.998952,-0.002929
xception_df40,all,score_raw,low,0.505448,0.494552,1203,1197,0.729919,0.282657,0.149598,0.563026,0.841615,0.969436,0.999198,0.736515,0.279939,0.143169,0.564725,0.847693,0.969079,0.999128,0.006596
