window_s,validation_winner,validation_winner_f1,validation_winner_false_alerts_per_min,validation_winner_false_alert_time_ratio,validation_winner_ttfd_s,validation_mean_f1,validation_mean_false_alerts_per_min,validation_mean_false_alert_time_ratio,validation_mean_ttfd_s,test_mean_f1,test_mean_false_alerts_per_min,test_mean_false_alert_time_ratio,test_mean_ttfd_s
1,xception_df40,0.169568,0.640854,0.085447,14.621798,0.299675,0.9412550000000001,0.19959949999999999,12.305408666666667,0.3364203333333333,0.9580836666666667,0.2149035,11.772821166666667
5,efficientnet_b4,0.295238,0.52349,0.187919,13.674988,0.4085125,0.9731543333333333,0.2958611666666667,10.998174666666667,0.449635,1.1728813333333334,0.35988716666666665,10.2547095
10,i3d,0.316239,0.72973,0.304054,13.09475,0.450473,0.9121623333333333,0.35022516666666664,9.9949465,0.48974816666666665,0.9463088333333334,0.3903805,9.267918833333333
15,xception_df40,0.353741,0.408163,0.193878,13.046679,0.476972,0.6938776666666666,0.35884366666666667,9.608406833333333,0.46434433333333336,0.7628866666666667,0.4243986666666667,9.664473666666666
20,videomae,0.434109,0.236842,0.355263,10.78781,0.4896528333333333,0.5460525,0.4517541666666667,9.239920666666666,0.49008483333333336,0.6038961666666667,0.5173161666666667,7.8706483333333335
30,videomae,0.449438,0.259259,0.425926,10.094393,0.5532411666666667,0.3148145,0.49382733333333334,7.252301666666667,0.543772,0.301282,0.6185895,6.5974960000000005
60,i3d,0.05,0.125,0.541667,16.045536,0.5011515,0.2708333333333333,0.48611133333333334,8.207839333333332,0.533205,0.2866666666666667,0.49333333333333335,7.8472075
