backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.471559,0.528441,49,47,0.348834,0.101858,0.179704,0.295765,0.334179,0.424225,0.497025,0.340397,0.128312,0.153273,0.229669,0.340672,0.420615,0.542047,-0.008437
efficientnet_b4,all,score_raw,low,0.432051,0.567949,126,130,0.352999,0.111294,0.181207,0.271422,0.344482,0.421041,0.550593,0.330346,0.132104,0.144064,0.236389,0.317953,0.408989,0.549458,-0.022653
effort_clip_l14,calibration,score_raw,high,0.545376,0.545376,49,47,0.802136,0.18828,0.491082,0.702023,0.840216,0.97153,0.994809,0.834451,0.172319,0.579281,0.749285,0.89312,0.964153,0.998546,0.032314
effort_clip_l14,all,score_raw,high,0.548718,0.548718,126,130,0.796995,0.204327,0.414231,0.686811,0.849884,0.96448,0.995624,0.832406,0.178629,0.45597,0.743787,0.896451,0.965041,0.997402,0.035411
f3net,calibration,score_raw,high,0.595745,0.595745,49,47,0.486562,0.156305,0.242607,0.409871,0.485722,0.568922,0.743753,0.550353,0.173838,0.276782,0.420852,0.565935,0.684258,0.811346,0.06379
f3net,all,score_raw,high,0.626801,0.626801,126,130,0.486194,0.154041,0.218546,0.39883,0.496199,0.593097,0.694878,0.567349,0.167267,0.289174,0.456361,0.567972,0.667822,0.856647,0.081155
i3d,calibration,score_raw,high,0.576639,0.576639,49,47,0.690771,0.024094,0.644751,0.677163,0.692061,0.709537,0.727841,0.69478,0.028649,0.63245,0.685371,0.70031,0.717801,0.728673,0.004009
i3d,all,score_raw,high,0.512821,0.512821,126,130,0.695376,0.023988,0.656184,0.678547,0.696763,0.715532,0.729468,0.695614,0.024982,0.642126,0.685964,0.699969,0.713146,0.728479,0.000238
videomae,calibration,score_raw,low,0.412505,0.587495,49,47,0.493819,0.135077,0.276363,0.38224,0.500919,0.619323,0.692397,0.443079,0.17974,0.150307,0.340844,0.430639,0.533766,0.760655,-0.050739
videomae,all,score_raw,low,0.451709,0.548291,126,130,0.469598,0.154977,0.228241,0.363644,0.466651,0.591173,0.724516,0.43827,0.183694,0.137769,0.316484,0.429122,0.543295,0.727445,-0.031328
xception_df40,calibration,score_raw,low,0.44594,0.55406,49,47,0.733602,0.154974,0.492545,0.608521,0.732001,0.868928,0.954368,0.690191,0.195386,0.395898,0.550057,0.699959,0.856994,0.955609,-0.043411
xception_df40,all,score_raw,low,0.493101,0.506899,126,130,0.740707,0.180144,0.401273,0.624153,0.764318,0.890433,0.972661,0.726993,0.205529,0.358819,0.582192,0.757319,0.905642,0.970624,-0.013714
