backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.500626,0.500626,116,124,0.343175,0.142226,0.141843,0.225768,0.333622,0.445737,0.578241,0.346487,0.149138,0.119947,0.235011,0.327999,0.437913,0.644033,0.003312
efficientnet_b4,all,score_raw,high,0.488433,0.488433,311,329,0.343371,0.152311,0.143154,0.226036,0.320092,0.436629,0.624239,0.339304,0.1606,0.118246,0.220411,0.31748,0.433572,0.641787,-0.004067
effort_clip_l14,calibration,score_raw,high,0.506605,0.506605,116,124,0.825659,0.203353,0.446011,0.673754,0.932827,0.981446,0.99921,0.815561,0.226613,0.300206,0.714075,0.921071,0.98372,0.999067,-0.010098
effort_clip_l14,all,score_raw,high,0.523383,0.523383,311,329,0.808347,0.242613,0.231171,0.701637,0.933309,0.982281,0.998887,0.823335,0.226507,0.309851,0.717089,0.925334,0.988178,0.999375,0.014988
f3net,calibration,score_raw,high,0.547831,0.547831,116,124,0.505313,0.189344,0.234408,0.36439,0.500534,0.625703,0.823615,0.534985,0.216532,0.175714,0.392626,0.529478,0.700942,0.863699,0.029671
f3net,all,score_raw,high,0.554657,0.554657,311,329,0.508737,0.193001,0.214421,0.366423,0.506315,0.648295,0.830007,0.551312,0.214252,0.192732,0.395916,0.531611,0.688367,0.942913,0.042575
i3d,calibration,score_raw,high,0.502642,0.502642,116,124,0.690975,0.037398,0.61547,0.67792,0.698729,0.720679,0.728849,0.691508,0.036572,0.617426,0.670576,0.701662,0.719076,0.730496,0.000532
i3d,all,score_raw,high,0.497227,0.497227,309,328,0.694477,0.033212,0.624435,0.678382,0.702237,0.720053,0.729363,0.693584,0.034647,0.621435,0.673144,0.704463,0.720321,0.730118,-0.000893
videomae,calibration,score_raw,low,0.43465,0.56535,116,124,0.494727,0.209645,0.171975,0.34221,0.489647,0.665883,0.844644,0.436954,0.227504,0.048538,0.236758,0.46392,0.63901,0.774735,-0.057773
videomae,all,score_raw,low,0.443818,0.556182,311,329,0.476326,0.222357,0.09907,0.315912,0.48482,0.647523,0.838776,0.43005,0.23409,0.04164,0.236823,0.44925,0.61277,0.817352,-0.046277
xception_df40,calibration,score_raw,low,0.494577,0.505423,116,124,0.710743,0.246123,0.233258,0.562683,0.776119,0.921572,0.985498,0.706878,0.2443,0.218934,0.586501,0.75915,0.911012,0.987683,-0.003865
xception_df40,all,score_raw,low,0.517177,0.482823,311,329,0.727405,0.239874,0.24173,0.58349,0.794446,0.933308,0.990742,0.738696,0.243016,0.21393,0.612389,0.814234,0.93499,0.992912,0.011291
