backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.468142,0.531858,87,81,0.350081,0.132675,0.141706,0.257486,0.343123,0.444176,0.553518,0.339051,0.137222,0.130396,0.234935,0.324716,0.410205,0.553571,-0.01103
efficientnet_b4,all,score_raw,low,0.47228,0.52772,231,217,0.346738,0.140229,0.140896,0.24845,0.328363,0.428683,0.583633,0.335773,0.1489,0.125934,0.219713,0.322667,0.436299,0.640137,-0.010965
effort_clip_l14,calibration,score_raw,low,0.486022,0.513978,87,81,0.824424,0.205836,0.418276,0.707681,0.923191,0.979238,0.99828,0.812825,0.201663,0.433316,0.666118,0.900113,0.981801,0.99902,-0.011599
effort_clip_l14,all,score_raw,low,0.513396,0.486604,231,217,0.808269,0.234342,0.259576,0.713296,0.92874,0.97728,0.998618,0.822894,0.204229,0.405071,0.709896,0.907295,0.985526,0.99894,0.014625
f3net,calibration,score_raw,high,0.580389,0.580389,87,81,0.491651,0.177307,0.216959,0.373981,0.473437,0.605157,0.771513,0.547791,0.200472,0.25724,0.402149,0.558417,0.677624,0.876927,0.05614
f3net,all,score_raw,high,0.577573,0.577573,231,217,0.501012,0.184153,0.212603,0.381763,0.504911,0.62451,0.787076,0.558062,0.193372,0.273772,0.420555,0.544807,0.688204,0.901674,0.05705
i3d,calibration,score_raw,low,0.489286,0.510714,87,81,0.6926,0.033457,0.61299,0.680679,0.702257,0.712855,0.729243,0.691917,0.03195,0.632118,0.674424,0.699166,0.718641,0.728114,-0.000682
i3d,all,score_raw,low,0.493769,0.506231,230,217,0.695514,0.029515,0.638415,0.683025,0.702153,0.717735,0.730236,0.694548,0.030185,0.632774,0.67824,0.702089,0.718427,0.728939,-0.000967
videomae,calibration,score_raw,low,0.4277,0.5723,87,81,0.492997,0.179392,0.17625,0.386858,0.506659,0.643162,0.761489,0.440188,0.209022,0.114845,0.271634,0.427306,0.612052,0.736259,-0.052809
videomae,all,score_raw,low,0.434197,0.565803,231,217,0.478247,0.195618,0.161105,0.348922,0.480545,0.629499,0.78877,0.426913,0.216418,0.06065,0.271634,0.427306,0.586987,0.762853,-0.051333
xception_df40,calibration,score_raw,low,0.46346,0.53654,87,81,0.721838,0.219517,0.286738,0.591074,0.779679,0.88659,0.977826,0.699732,0.217566,0.342436,0.577808,0.730236,0.878627,0.966489,-0.022106
xception_df40,all,score_raw,low,0.489118,0.510882,231,217,0.74005,0.214927,0.328843,0.605686,0.796781,0.91676,0.984716,0.726671,0.228921,0.269348,0.592722,0.784404,0.9219,0.987631,-0.01338
