backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.456198,0.543802,182,178,0.355407,0.155495,0.136319,0.239783,0.339707,0.468868,0.619575,0.334129,0.159147,0.10403,0.217424,0.31393,0.440623,0.641425,-0.021277
efficientnet_b4,all,score_raw,low,0.47015,0.52985,479,481,0.349793,0.166495,0.126868,0.223281,0.319004,0.457367,0.659117,0.332803,0.168129,0.104103,0.207405,0.308105,0.445674,0.643972,-0.01699
effort_clip_l14,calibration,score_raw,high,0.526608,0.526608,182,178,0.823454,0.220237,0.379636,0.700296,0.930166,0.982952,0.999653,0.81713,0.245515,0.272168,0.704118,0.944068,0.989758,0.999779,-0.006324
effort_clip_l14,all,score_raw,high,0.522498,0.522498,479,481,0.807885,0.254239,0.194595,0.695118,0.940227,0.986332,0.999744,0.824098,0.239885,0.277115,0.748435,0.941577,0.993175,0.99969,0.016213
f3net,calibration,score_raw,high,0.505556,0.505556,182,178,0.51913,0.209646,0.154822,0.387842,0.489696,0.651541,0.886728,0.522191,0.229555,0.153275,0.351889,0.543006,0.682222,0.925476,0.00306
f3net,all,score_raw,high,0.524056,0.524056,479,481,0.519005,0.211417,0.153003,0.3755,0.504627,0.659713,0.88609,0.542443,0.227758,0.171068,0.375538,0.523036,0.699394,0.959346,0.023438
i3d,calibration,score_raw,low,0.473639,0.526361,182,178,0.692848,0.03924,0.602865,0.68101,0.702679,0.723128,0.730096,0.68981,0.038398,0.61611,0.667306,0.700308,0.721743,0.730653,-0.003038
i3d,all,score_raw,low,0.479744,0.520256,476,480,0.69548,0.035431,0.623247,0.680749,0.705256,0.722932,0.730326,0.692674,0.037002,0.621865,0.67272,0.703513,0.7218,0.730406,-0.002806
videomae,calibration,score_raw,low,0.437214,0.562786,182,178,0.491544,0.231027,0.087336,0.332628,0.518921,0.655968,0.873852,0.437611,0.242692,0.029262,0.239615,0.439817,0.630962,0.814068,-0.053933
videomae,all,score_raw,low,0.431035,0.568965,479,481,0.481999,0.242177,0.063972,0.301584,0.506659,0.65827,0.890576,0.423199,0.246103,0.025498,0.238149,0.435963,0.599433,0.833898,-0.0588
xception_df40,calibration,score_raw,low,0.487838,0.512162,182,178,0.712279,0.268382,0.179845,0.552984,0.797143,0.939777,0.997181,0.705134,0.261318,0.165286,0.542732,0.790663,0.929538,0.996911,-0.007145
xception_df40,all,score_raw,low,0.502064,0.497936,479,481,0.732029,0.258748,0.212731,0.563329,0.820795,0.95016,0.996456,0.734384,0.257285,0.205038,0.59065,0.820426,0.945337,0.997005,0.002355
