backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.471729,0.528271,111,105,0.351366,0.141822,0.15415,0.250425,0.331374,0.457215,0.557877,0.337845,0.144055,0.120398,0.234321,0.331531,0.422868,0.602595,-0.013521
efficientnet_b4,all,score_raw,low,0.460827,0.539173,290,286,0.350978,0.151494,0.143317,0.238577,0.322816,0.444783,0.638415,0.33167,0.157748,0.117287,0.205037,0.311916,0.431681,0.618267,-0.019307
effort_clip_l14,calibration,score_raw,low,0.488803,0.511197,111,105,0.829991,0.203524,0.454746,0.72889,0.925997,0.981108,0.998974,0.808191,0.23307,0.290982,0.657947,0.932846,0.982591,0.999334,-0.0218
effort_clip_l14,all,score_raw,low,0.528997,0.471003,290,286,0.803396,0.244194,0.213317,0.689591,0.922885,0.980512,0.998951,0.827949,0.220665,0.353866,0.718709,0.935029,0.98778,0.998733,0.024553
f3net,calibration,score_raw,high,0.529472,0.529472,111,105,0.511134,0.191926,0.195786,0.379063,0.484284,0.650005,0.817601,0.527707,0.216408,0.160852,0.368991,0.544234,0.671837,0.897492,0.016573
f3net,all,score_raw,high,0.538751,0.538751,290,286,0.513888,0.196292,0.183713,0.37788,0.501284,0.652241,0.839775,0.544506,0.211348,0.206972,0.377736,0.533915,0.690808,0.922362,0.030617
i3d,calibration,score_raw,low,0.434835,0.565165,111,105,0.696118,0.032755,0.622866,0.684172,0.705098,0.720315,0.729188,0.687717,0.037586,0.607256,0.670036,0.695025,0.71904,0.730053,-0.0084
i3d,all,score_raw,low,0.445408,0.554592,289,285,0.697707,0.031157,0.634554,0.681539,0.706236,0.721408,0.729921,0.691806,0.034056,0.621339,0.673095,0.699285,0.71884,0.72994,-0.005902
videomae,calibration,score_raw,low,0.430459,0.569541,111,105,0.492728,0.195257,0.159814,0.383006,0.505085,0.618737,0.816636,0.439563,0.224625,0.067577,0.273519,0.450056,0.616492,0.807498,-0.053165
videomae,all,score_raw,low,0.441825,0.558175,290,286,0.476312,0.216873,0.124627,0.315187,0.491644,0.628869,0.842195,0.429715,0.227521,0.044718,0.262678,0.431522,0.592313,0.826914,-0.046597
xception_df40,calibration,score_raw,low,0.475761,0.524239,111,105,0.723894,0.222588,0.319273,0.560718,0.783775,0.893375,0.983487,0.696512,0.252484,0.154684,0.557934,0.764929,0.898437,0.990327,-0.027382
xception_df40,all,score_raw,low,0.519243,0.480757,290,286,0.730195,0.229049,0.308257,0.570029,0.798663,0.918688,0.987277,0.736814,0.246355,0.185277,0.619398,0.809445,0.933823,0.992531,0.006619
