backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.461688,0.538312,166,164,0.35377,0.152971,0.140387,0.23058,0.330877,0.474291,0.628057,0.335816,0.15798,0.112997,0.21769,0.315771,0.422221,0.637835,-0.017954
efficientnet_b4,all,score_raw,low,0.459932,0.540068,438,442,0.351536,0.162276,0.139149,0.225175,0.321245,0.457463,0.634037,0.331211,0.167487,0.108865,0.20458,0.306883,0.440779,0.642158,-0.020326
effort_clip_l14,calibration,score_raw,high,0.510909,0.510909,166,164,0.821196,0.229144,0.351623,0.692978,0.929337,0.987074,0.999577,0.818831,0.236361,0.231721,0.708082,0.937682,0.989422,0.999788,-0.002366
effort_clip_l14,all,score_raw,high,0.517283,0.517283,438,442,0.804551,0.261924,0.185175,0.689469,0.940212,0.988253,0.999725,0.827074,0.232186,0.245592,0.735786,0.941144,0.991207,0.999611,0.022523
f3net,calibration,score_raw,high,0.525345,0.525345,166,164,0.510957,0.210203,0.160565,0.35543,0.495533,0.661697,0.866065,0.529215,0.227453,0.150711,0.367818,0.527749,0.699938,0.913443,0.018258
f3net,all,score_raw,high,0.538683,0.538683,438,441,0.513426,0.211809,0.161741,0.364064,0.499809,0.661697,0.87199,0.546932,0.221886,0.163071,0.393972,0.530077,0.698629,0.951719,0.033506
i3d,calibration,score_raw,low,0.465582,0.534418,166,164,0.693633,0.038565,0.599728,0.681185,0.70538,0.723612,0.729873,0.689774,0.038154,0.609356,0.671135,0.698594,0.72001,0.730727,-0.003859
i3d,all,score_raw,low,0.463616,0.536384,436,440,0.69612,0.035168,0.621904,0.68098,0.706385,0.722993,0.730377,0.692646,0.035456,0.620063,0.673601,0.702947,0.719788,0.730296,-0.003475
videomae,calibration,score_raw,low,0.433,0.567,166,164,0.493167,0.221966,0.119606,0.334293,0.50779,0.65743,0.818852,0.437945,0.244517,0.031501,0.240446,0.437277,0.618539,0.819873,-0.055221
videomae,all,score_raw,low,0.43457,0.56543,438,442,0.479563,0.237655,0.081744,0.300199,0.48875,0.654269,0.861672,0.426291,0.24585,0.031425,0.236565,0.42597,0.596749,0.862484,-0.053272
xception_df40,calibration,score_raw,low,0.486189,0.513811,166,164,0.712883,0.268513,0.152878,0.562549,0.79121,0.942053,0.996219,0.706117,0.261578,0.185287,0.546777,0.792362,0.927129,0.995014,-0.006766
xception_df40,all,score_raw,low,0.505548,0.494452,438,442,0.730298,0.259587,0.18192,0.577631,0.82852,0.943915,0.99557,0.736323,0.255722,0.201655,0.59517,0.818095,0.942097,0.99514,0.006025
