rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,xception_df40,score_raw,low,strict_0.10,True,True,3,0.58,0.48,0.769231,0.072464,0.13245,0.080429,0.018767,16.39619,1.804511,10,3,128,134,3,2,84,6,24.866667,2.216667,4,0,275,0,0.0,5
2,False,effort_clip_l14,score_raw,high,strict_0.10,True,True,3,0.99,0.89,0.675,0.391304,0.495413,0.603217,0.191689,10.262012,0.545455,54,26,84,111,4,15,84,37,24.866667,14.666667,8,0,275,0,0.0,5
3,False,videomae,score_raw,low,strict_0.10,True,True,2,0.72,0.62,0.586207,0.246377,0.346939,0.603217,0.173592,12.983881,2.938389,34,24,104,113,16,15,84,21,24.866667,10.55,31,0,275,0,0.0,5
4,False,efficientnet_b4,score_raw,low,strict_0.10,True,True,3,0.78,0.68,0.444444,0.173913,0.25,0.603217,0.217828,14.464262,1.528014,24,30,114,107,8,15,84,15,24.866667,9.816667,15,0,275,0,0.0,5
5,False,i3d,score_raw,low,strict_0.10,True,True,3,0.32,0.27,0.288,0.26087,0.273764,0.764075,0.646113,13.201893,0.222222,36,89,102,48,5,19,84,22,24.866667,22.5,5,4,271,0,0.014545,5
6,False,f3net,score_raw,high,strict_0.10,True,True,3,0.59,0.49,0.516667,0.449275,0.48062,0.965147,0.427614,9.076262,1.0,62,58,76,79,11,24,84,45,24.866667,22.0,22,1,274,0,0.003636,5
