backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.461688,0.538312,strict_0.10,True,True,0.78,0.78,0.68,3,0.0,0.0,0.29878,11.819048,0.636364,0.29878,0.406639,0.664452,0.167774,11.819048,1.290323,49,28,115,138,10,20,104,33,30.1,13.95,18,0,330,0,0.0,6
effort_clip_l14,score_raw,high,0.510909,0.510909,strict_0.10,True,True,0.99,0.99,0.89,3,0.0,0.0,0.243902,12.845471,0.645161,0.243902,0.353982,0.531561,0.131229,12.845471,0.892857,40,22,124,144,6,16,104,27,30.1,11.2,10,0,330,0,0.0,6
f3net,score_raw,high,0.525345,0.525345,strict_0.10,True,True,0.59,0.59,0.49,3,0.0,0.0,0.390244,9.95226,0.621359,0.390244,0.479401,0.930233,0.234773,9.95226,1.28228,64,39,100,127,13,28,104,49,30.1,18.716667,24,0,330,0,0.0,6
i3d,score_raw,low,0.465582,0.534418,strict_0.10,True,True,0.32,0.32,0.27,3,0.0,0.0,0.804878,3.390154,0.613953,0.804878,0.69657,1.79402,0.497231,3.390154,0.128205,132,83,32,83,5,54,104,85,30.1,39.0,5,0,330,0,0.0,6
videomae,score_raw,low,0.433,0.567,strict_0.10,True,True,0.72,0.72,0.62,2,0.1,0.036667,0.329268,10.905288,0.675,0.329268,0.442623,0.631229,0.158361,10.905288,2.590909,54,26,110,140,19,19,104,36,30.1,14.666667,38,0,330,0,0.0,6
xception_df40,score_raw,low,0.486189,0.513811,strict_0.10,True,True,0.58,0.58,0.48,3,0.0,0.0,0.097561,15.292163,0.842105,0.097561,0.174863,0.066445,0.018272,15.292163,2.870813,16,3,148,163,5,2,104,13,30.1,3.483333,10,0,330,0,0.0,6
