backend,split,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
always_real,validation,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0,0,828,822,0,0,504,0,149.2,0.0,0,5,1645,0,0.00303,30
always_real,test,0.0,0.0,0.0,0.0,0.0,18.292707,0.0,0,0,840,810,0,0,492,0,146.5,0.0,0,0,1650,0,0.0,30
always_fake,validation,0.501818,1.0,0.668281,1.970509,1.0,0.0,0.0,828,822,0,0,30,294,504,504,149.2,300.0,0,5,1645,0,0.00303,30
always_fake,test,0.509091,1.0,0.674699,2.088737,1.0,0.0,0.0,840,810,0,0,30,306,492,492,146.5,300.0,0,0,1650,0,0.0,30
