window_s,backend,rank,winner,polarity,selected_policy,threshold,t_on,t_off,persistence_windows,calibration_real_only_fa_per_min,calibration_real_only_false_alert_time_ratio,validation_f1,validation_false_alerts_per_min,validation_false_alert_time_ratio,validation_ttfd_s,test_f1,test_false_alerts_per_min,test_false_alert_time_ratio,test_ttfd_s
31,effort_clip_l14,2,False,high,strict_0.10,0.97,0.97,0.87,2,0.0,0.0,0.536585,0.120805,0.208054,10.959369,0.506329,0.178306,0.100297,11.488073
31,efficientnet_b4,3,False,high,strict_0.10,0.45,0.45,0.35,2,0.0,0.0,0.30303,0.120805,0.111409,15.10344,0.268657,0.13373,0.092125,15.578927
31,videomae,4,False,low,strict_0.10,0.62,0.62,0.52,2,0.0,0.0,0.30137,0.161074,0.236242,13.692155,0.464646,0.356612,0.476969,9.707439
31,xception_df40,5,False,low,strict_0.10,0.6,0.6,0.5,1,0.0,0.0,0.068966,0.201342,0.097987,16.248738,0.126984,0.222883,0.100297,15.906195
31,f3net,6,False,high,strict_0.10,0.54,0.54,0.44000000000000006,2,0.0,0.0,0.653846,0.281879,0.416107,6.057393,0.618557,0.312036,0.254829,8.428146
32,xception_df40,1,True,high,strict_0.10,0.83,0.83,0.73,3,0.0,0.0,0.371429,0.140845,0.29108,11.105595,0.351351,0.252404,0.355769,11.356744
32,effort_clip_l14,2,False,high,strict_0.10,0.99,0.99,0.89,1,0.0,0.0,0.366667,0.176056,0.14554,11.901119,0.271186,0.216346,0.168269,13.335622
32,efficientnet_b4,3,False,high,strict_0.10,0.35,0.35,0.3,3,0.0,0.0,0.574257,0.28169,0.577465,5.66669,0.327869,0.108173,0.158654,14.210171
32,i3d,4,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.306122,0.28169,0.774648,10.997119,0.532258,0.432692,0.923077,3.120305
32,videomae,5,False,low,strict_0.10,0.45,0.45,0.45,3,0.0,0.0,0.555556,0.352113,0.680751,5.028071,0.514286,0.360577,0.677885,6.34811
32,f3net,6,False,high,strict_0.10,0.51,0.51,0.41000000000000003,2,0.0,0.0,0.56,0.352113,0.57277,5.945119,0.483516,0.360577,0.504808,8.268512
33,xception_df40,1,True,low,strict_0.10,0.46,0.46,0.46,2,0.0,0.0,0.103448,0.087527,0.076586,17.01256,0.241379,0.08316,0.049896,15.181195
33,effort_clip_l14,2,False,high,strict_0.10,0.98,0.98,0.98,2,0.0,0.0,0.307692,0.131291,0.09628,13.878607,0.039216,0.08316,0.027027,17.827085
33,videomae,3,False,low,strict_0.10,0.59,0.59,0.49,2,0.1,0.01,0.328767,0.131291,0.221007,14.074095,0.537634,0.29106,0.419958,9.759793
33,efficientnet_b4,4,False,low,strict_0.10,0.71,0.71,0.71,3,0.0,0.0,0.095238,0.131291,0.177243,17.076631,0.4,0.12474,0.164241,12.619463
33,i3d,5,False,low,strict_0.10,0.32,0.32,0.27,2,0.0,0.0,0.258065,0.306346,0.66302,14.004726,0.508197,0.37422,0.908524,5.099159
33,f3net,6,False,high,strict_0.10,0.53,0.53,0.43000000000000005,2,0.0,0.0,0.601942,0.525164,0.485777,6.40731,0.484848,0.4158,0.561331,7.902073
34,xception_df40,1,True,low,strict_0.10,0.43,0.43,0.43,2,0.0,0.0,0.111111,0.080321,0.128514,16.148774,0.301887,0.039578,0.022427,14.696744
34,effort_clip_l14,2,False,high,strict_0.10,0.99,0.99,0.89,1,0.0,0.0,0.461538,0.160643,0.105756,11.759786,0.190476,0.316623,0.283641,13.42039
34,videomae,3,False,low,strict_0.10,0.5,0.5,0.45,3,0.0,0.0,0.609756,0.240964,0.257028,8.333583,0.44186,0.237467,0.492084,10.446634
34,efficientnet_b4,4,False,high,strict_0.10,0.36,0.36,0.26,2,0.0,0.0,0.54902,0.321285,0.643909,5.71606,0.475,0.237467,0.35752,9.501744
34,f3net,5,False,high,strict_0.10,0.55,0.55,0.45000000000000007,2,0.0,0.0,0.537634,0.401606,0.515395,5.844179,0.536585,0.356201,0.343008,8.002659
34,i3d,6,False,high,strict_0.10,0.72,0.72,0.62,1,0.1,0.036667,0.698113,0.441767,0.522088,3.315655,0.341463,0.277045,0.506596,12.656512
35,xception_df40,1,True,low,strict_0.10,0.45,0.45,0.45,2,0.0,0.0,0.0,0.07717,0.115756,17.158202,0.229508,0.144578,0.060241,14.818695
35,i3d,2,False,low,strict_0.10,0.3,0.3,0.25,3,0.0,0.0,0.345679,0.115756,0.5209,11.35381,0.566372,0.481928,0.771084,5.891598
35,videomae,3,False,low,strict_0.10,0.6,0.6,0.5,2,0.1,0.008333,0.294118,0.115756,0.318328,12.247536,0.505263,0.385542,0.514056,8.868598
35,efficientnet_b4,4,False,high,strict_0.10,0.39,0.39,0.29000000000000004,2,0.1,0.008333,0.512821,0.154341,0.318328,9.002917,0.328767,0.144578,0.208835,13.828207
35,effort_clip_l14,5,False,high,strict_0.10,0.99,0.99,0.89,1,0.0,0.0,0.4375,0.192926,0.138264,11.30119,0.358209,0.144578,0.064257,14.892073
35,f3net,6,False,high,strict_0.10,0.53,0.53,0.48000000000000004,3,0.0,0.0,0.377778,0.308682,0.655949,9.133202,0.54321,0.240964,0.176707,10.900159
36,xception_df40,1,True,low,strict_0.10,0.29,0.29,0.24,3,0.0,0.0,0.368421,0.190476,0.352381,12.153881,0.447761,0.081967,0.213115,11.645768
36,efficientnet_b4,2,False,high,strict_0.10,0.41,0.41,0.30999999999999994,2,0.0,0.0,0.318841,0.190476,0.247619,13.007321,0.354839,0.163934,0.180328,12.741646
36,f3net,3,False,high,strict_0.10,0.55,0.55,0.45000000000000007,2,0.0,0.0,0.632653,0.285714,0.504762,6.303381,0.447368,0.286885,0.377049,8.908768
36,effort_clip_l14,4,False,high,strict_0.10,0.87,0.87,0.82,3,0.0,0.0,0.528736,0.285714,0.419048,9.033702,0.506329,0.245902,0.377049,9.003671
36,videomae,5,False,low,strict_0.10,0.64,0.64,0.54,1,0.1,0.04,0.438356,0.285714,0.219048,12.239512,0.52381,0.45082,0.45082,8.078866
36,i3d,6,False,high,strict_0.10,0.7,0.7,0.6499999999999999,2,0.0,0.0,0.695652,0.380952,0.714286,2.626083,0.395349,0.327869,0.606557,10.766939
37,videomae,1,True,low,strict_0.10,0.56,0.56,0.4600000000000001,3,0.0,0.0,0.25,0.054695,0.074749,15.781179,0.333333,0.292072,0.505563,10.369573
37,xception_df40,2,False,high,strict_0.10,0.79,0.79,0.79,3,0.0,0.0,0.419753,0.109389,0.371012,11.572321,0.410959,0.292072,0.365786,12.204268
37,effort_clip_l14,3,False,high,strict_0.10,0.99,0.99,0.89,1,0.0,0.0,0.307692,0.109389,0.041021,14.641655,0.16,0.125174,0.036857,17.029585
37,efficientnet_b4,4,False,high,strict_0.10,0.43,0.43,0.32999999999999996,2,0.0,0.0,0.285714,0.218778,0.209663,14.658405,0.237288,0.166898,0.191238,14.708244
37,f3net,5,False,high,strict_0.10,0.55,0.55,0.45000000000000007,2,0.0,0.0,0.647619,0.437557,0.60711,4.918548,0.506329,0.333797,0.371349,8.375537
37,i3d,6,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.466019,0.437557,0.79763,11.007,0.563636,0.333797,0.845619,5.154439
38,xception_df40,1,True,high,strict_0.10,0.88,0.88,0.78,2,0.0,0.0,0.310345,0.127479,0.18272,12.768524,0.426667,0.294599,0.360065,11.661341
38,effort_clip_l14,2,False,high,strict_0.10,0.99,0.99,0.89,1,0.0,0.0,0.385965,0.169972,0.101983,12.391464,0.111111,0.1473,0.11784,16.327707
38,f3net,3,False,high,strict_0.10,0.55,0.55,0.45000000000000007,2,0.0,0.0,0.541176,0.212465,0.532578,6.993,0.634146,0.294599,0.266776,7.332756
38,videomae,4,False,low,strict_0.10,0.54,0.54,0.49000000000000005,2,0.1,0.05,0.519481,0.212465,0.392351,10.17131,0.633663,0.441899,0.671031,4.810646
38,efficientnet_b4,5,False,low,strict_0.10,0.63,0.63,0.53,3,0.0,0.0,0.375,0.339943,0.596317,10.194583,0.715596,0.392799,0.695581,2.86939
38,i3d,6,False,high,strict_0.10,0.7,0.7,0.6499999999999999,2,0.0,0.0,0.640777,0.382436,0.730878,2.721321,0.556701,0.392799,0.689034,8.286134
39,xception_df40,1,True,low,strict_0.10,0.41,0.41,0.30999999999999994,2,0.0,0.0,0.113208,0.09009,0.157658,15.645893,0.333333,0.03992,0.025948,14.562488
39,efficientnet_b4,2,False,low,strict_0.10,0.72,0.72,0.62,2,0.0,0.0,0.229508,0.18018,0.256757,14.26119,0.493506,0.279441,0.477046,8.515341
39,effort_clip_l14,3,False,high,strict_0.10,0.85,0.85,0.75,3,0.0,0.0,0.477273,0.225225,0.637387,8.937298,0.486486,0.199601,0.409182,7.676293
39,videomae,4,False,low,strict_0.10,0.54,0.54,0.44000000000000006,3,0.0,0.0,0.171429,0.225225,0.54955,15.126845,0.577778,0.399202,0.58483,5.204134
39,i3d,5,False,high,strict_0.10,0.72,0.72,0.62,1,0.1,0.025,0.617021,0.405405,0.560811,5.574833,0.191781,0.239521,0.636727,13.558512
39,f3net,6,False,high,strict_0.10,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.679245,0.45045,0.725225,3.075417,0.518519,0.359281,0.512974,7.651683
40,videomae,1,True,low,strict_0.10,0.59,0.59,0.49,2,0.0,0.0,0.382353,0.118421,0.473684,11.104,0.271186,0.1875,0.4,13.351256
40,efficientnet_b4,2,False,low,strict_0.10,0.63,0.63,0.58,3,0.0,0.0,0.615385,0.315789,0.447368,6.203393,0.526316,0.4125,0.875,4.402
40,effort_clip_l14,3,False,high,strict_0.10,0.86,0.86,0.76,3,0.0,0.0,0.441558,0.315789,0.605263,9.09206,0.542857,0.3,0.4,7.440037
40,xception_df40,4,False,high,strict_0.10,0.93,0.93,0.8300000000000001,1,0.0,0.0,0.413793,0.315789,0.236842,12.121679,0.24,0.1875,0.225,13.991378
40,f3net,5,False,high,strict_0.10,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.689655,0.394737,0.526316,3.250869,0.594595,0.3375,0.425,6.868439
40,i3d,6,False,high,strict_0.10,0.72,0.72,0.62,1,0.0,0.0,0.571429,0.394737,0.473684,6.608833,0.272727,0.225,0.55,12.707244
41,videomae,1,True,low,strict_0.10,0.56,0.56,0.4600000000000001,3,0.0,0.0,0.133333,0.081522,0.101223,16.477226,0.441176,0.232019,0.313998,11.938439
41,effort_clip_l14,2,False,high,strict_0.10,0.99,0.99,0.89,1,0.0,0.0,0.428571,0.163043,0.156929,11.596024,0.083333,0.139211,0.115236,16.645476
41,xception_df40,3,False,low,strict_0.10,0.19,0.19,0.14,3,0.1,0.043333,0.34375,0.285326,0.397418,11.696286,0.513514,0.232019,0.377417,9.367244
41,efficientnet_b4,4,False,low,strict_0.10,0.7,0.7,0.6,2,0.0,0.0,0.235294,0.285326,0.582201,12.61006,0.651163,0.37123,0.495746,5.946524
41,i3d,5,False,high,strict_0.10,0.7,0.7,0.6499999999999999,2,0.0,0.0,0.581395,0.366848,0.610054,5.388643,0.346667,0.324826,0.58778,12.782671
41,f3net,6,False,high,strict_0.10,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.645161,0.407609,0.686141,3.633333,0.707317,0.37123,0.313998,7.137524
42,videomae,1,True,low,strict_0.10,0.59,0.59,0.5399999999999999,2,0.1,0.02,0.208333,0.081967,0.122951,16.300464,0.53125,0.243902,0.243902,10.253707
42,effort_clip_l14,2,False,high,strict_0.10,0.89,0.89,0.84,3,0.0,0.0,0.307692,0.163934,0.467213,12.053845,0.57971,0.243902,0.300813,7.965476
42,efficientnet_b4,3,False,high,strict_0.10,0.39,0.39,0.29000000000000004,2,0.0,0.0,0.259259,0.163934,0.237705,14.832655,0.459016,0.162602,0.223577,12.343354
42,f3net,4,False,high,strict_0.10,0.51,0.51,0.51,3,0.0,0.0,0.527778,0.204918,0.409836,10.135488,0.413793,0.162602,0.215447,12.013671
42,xception_df40,5,False,high,strict_0.10,0.75,0.75,0.65,3,0.0,0.0,0.371429,0.204918,0.504098,11.946071,0.318841,0.406504,0.556911,12.399488
42,i3d,6,False,high,strict_0.10,0.7,0.7,0.6499999999999999,2,0.0,0.0,0.54321,0.327869,0.540984,7.483881,0.4,0.406504,0.573171,10.995805
43,xception_df40,1,True,low,strict_0.10,0.34,0.34,0.34,3,0.0,0.0,0.186047,0.042523,0.059532,16.683155,0.210526,0.0,0.0,16.794805
43,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,3,0.0,0.0,0.097561,0.085046,0.059532,17.22575,0.0,0.038961,0.333766,18.292707
43,efficientnet_b4,3,False,high,strict_0.10,0.4,0.4,0.30000000000000004,2,0.0,0.0,0.125,0.170092,0.242381,15.858095,0.392157,0.155844,0.191558,13.313671
43,effort_clip_l14,4,False,high,strict_0.10,0.87,0.87,0.77,3,0.0,0.0,0.547945,0.297661,0.483345,9.575274,0.553846,0.272727,0.359091,7.90761
43,f3net,5,False,high,strict_0.10,0.57,0.57,0.47,1,0.0,0.0,0.575342,0.42523,0.455705,6.55869,0.626866,0.350649,0.333766,6.417024
43,videomae,6,False,high,strict_0.10,0.43,0.43,0.38,3,0.0,0.0,0.411765,0.42523,0.51382,11.729321,0.212766,0.155844,0.220779,15.621866
44,i3d,1,True,low,strict_0.10,0.31,0.31,0.26,3,0.0,0.0,0.102564,0.040214,0.048257,17.22575,0.0,0.034483,0.294253,18.292707
44,xception_df40,2,False,low,strict_0.10,0.23,0.23,0.13,3,0.1,0.046667,0.222222,0.080429,0.136729,15.418774,0.533333,0.137931,0.36092,9.580634
44,efficientnet_b4,3,False,high,strict_0.10,0.4,0.4,0.30000000000000004,2,0.0,0.0,0.357143,0.120643,0.324397,12.779583,0.384615,0.206897,0.301149,11.754817
44,effort_clip_l14,4,False,high,strict_0.10,0.87,0.87,0.77,3,0.0,0.0,0.520548,0.201072,0.538874,9.682417,0.566667,0.241379,0.326437,8.139
44,videomae,5,False,high,strict_0.10,0.42,0.42,0.42,3,0.0,0.0,0.529412,0.201072,0.420912,10.433286,0.15,0.137931,0.183908,15.824976
44,f3net,6,False,high,strict_0.10,0.59,0.59,0.49,1,0.0,0.0,0.537313,0.36193,0.402145,7.827167,0.642857,0.206897,0.218391,7.998976
45,i3d,1,True,low,strict_0.10,0.36,0.36,0.26,1,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0.0,0.0,18.292707
45,efficientnet_b4,2,False,high,strict_0.10,0.35,0.35,0.3,3,0.0,0.0,0.177778,0.074074,0.25,16.323845,0.139535,0.116505,0.145631,16.395354
45,xception_df40,3,False,low,strict_0.10,0.21,0.21,0.15999999999999998,3,0.1,0.025,0.346154,0.111111,0.268519,13.229798,0.477612,0.31068,0.466019,8.866707
45,videomae,4,False,low,strict_0.10,0.6,0.6,0.5,2,0.1,0.025,0.139535,0.111111,0.203704,15.684571,0.385965,0.194175,0.339806,11.924012
45,effort_clip_l14,5,False,high,strict_0.10,0.87,0.87,0.77,3,0.0,0.0,0.457143,0.185185,0.574074,9.78956,0.615385,0.271845,0.291262,8.1455
45,f3net,6,False,high,strict_0.10,0.59,0.59,0.49,1,0.0,0.0,0.666667,0.296296,0.333333,5.778798,0.571429,0.31068,0.330097,7.036122
46,videomae,1,True,low,strict_0.10,0.62,0.62,0.57,2,0.0,0.0,0.102564,0.105263,0.189474,16.014571,0.431373,0.152672,0.178117,11.864988
46,xception_df40,2,False,low,strict_0.10,0.51,0.51,0.51,1,0.0,0.0,0.108108,0.140351,0.109942,15.421202,0.15,0.114504,0.118321,15.070073
46,i3d,3,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.148148,0.175439,0.487719,15.134143,0.543478,0.496183,0.912214,3.503927
46,effort_clip_l14,4,False,high,strict_0.10,0.88,0.88,0.83,3,0.0,0.0,0.384615,0.210526,0.298246,10.717155,0.590164,0.19084,0.265903,8.493293
46,efficientnet_b4,5,False,high,strict_0.10,0.38,0.38,0.28,2,0.1,0.003333,0.53125,0.245614,0.432749,8.007607,0.327273,0.229008,0.3257,12.914963
46,f3net,6,False,high,strict_0.10,0.55,0.55,0.45000000000000007,2,0.0,0.0,0.477612,0.315789,0.566082,7.361929,0.508475,0.305344,0.295165,9.521293
47,videomae,1,True,low,strict_0.10,0.54,0.54,0.44000000000000006,2,0.0,0.0,0.436364,0.141593,0.40295,10.573524,0.424242,0.398142,0.601858,9.855512
47,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.086957,0.141593,0.424189,16.729595,0.30303,0.358328,0.726609,12.09322
47,xception_df40,3,False,high,strict_0.10,0.7,0.7,0.7,3,0.0,0.0,0.4375,0.212389,0.59056,8.296024,0.459016,0.398142,0.43862,9.843256
47,effort_clip_l14,4,False,high,strict_0.10,0.87,0.87,0.82,3,0.0,0.0,0.354839,0.212389,0.618289,10.001988,0.576271,0.238885,0.297279,8.215244
47,efficientnet_b4,5,False,low,strict_0.10,0.68,0.68,0.5800000000000001,2,0.0,0.0,0.542373,0.247788,0.389971,8.210714,0.698795,0.557399,0.671533,1.985927
47,f3net,6,False,high,strict_0.10,0.56,0.56,0.4600000000000001,2,0.0,0.0,0.357143,0.247788,0.492625,9.7905,0.542373,0.238885,0.328467,8.722146
48,effort_clip_l14,1,True,high,strict_0.10,0.87,0.87,0.87,3,0.0,0.0,0.436364,0.105634,0.408451,11.291226,0.548387,0.291667,0.35,8.108427
48,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.163265,0.105634,0.450704,15.789298,0.328358,0.333333,0.716667,12.1355
48,videomae,3,False,low,strict_0.10,0.55,0.55,0.45000000000000007,2,0.1,0.04,0.357143,0.211268,0.478873,10.921417,0.444444,0.291667,0.483333,10.551439
48,xception_df40,4,False,low,strict_0.10,0.17,0.17,0.12000000000000001,3,0.1,0.04,0.291667,0.211268,0.338028,12.604488,0.613333,0.375,0.583333,5.595195
48,efficientnet_b4,5,False,low,strict_0.10,0.76,0.76,0.66,1,0.0,0.0,0.139535,0.246479,0.309859,15.181429,0.535714,0.291667,0.266667,9.214207
48,f3net,6,False,high,strict_0.10,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.477612,0.352113,0.647887,6.744762,0.646154,0.291667,0.316667,7.172866
49,videomae,1,True,low,strict_0.10,0.6,0.6,0.5,2,0.1,0.02,0.166667,0.115756,0.385852,16.044095,0.255319,0.216216,0.338138,13.790354
49,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.470588,0.192926,0.590354,9.514393,0.434783,0.18018,0.698498,8.452573
49,xception_df40,3,False,low,strict_0.10,0.18,0.18,0.18,3,0.1,0.02,0.352941,0.192926,0.299035,12.821071,0.440678,0.18018,0.463063,8.671683
49,efficientnet_b4,4,False,high,strict_0.10,0.32,0.32,0.27,3,0.1,0.02,0.491803,0.270096,0.448875,10.210167,0.057143,0.108108,0.10991,18.106268
49,effort_clip_l14,5,False,low,strict_0.10,0.1,0.1,0.05,3,0.1,0.02,0.472727,0.270096,0.299035,10.391452,0.210526,0.18018,0.61021,13.457195
49,f3net,6,False,high,strict_0.10,0.53,0.53,0.43000000000000005,2,0.0,0.0,0.537313,0.347267,0.519614,8.16494,0.576271,0.252252,0.367568,7.114085
50,xception_df40,1,True,low,strict_0.10,0.25,0.25,0.2,3,0.0,0.0,0.25641,0.082759,0.103448,15.413714,0.586207,0.24,0.366667,8.517866
50,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.156863,0.124138,0.551724,15.13125,0.360656,0.28,0.666667,12.233061
50,efficientnet_b4,3,False,high,strict_0.10,0.32,0.32,0.27,3,0.0,0.0,0.482759,0.165517,0.448276,10.400643,0.0,0.12,0.133333,18.221585
50,effort_clip_l14,4,False,high,strict_0.10,0.93,0.93,0.8300000000000001,2,0.0,0.0,0.44898,0.165517,0.241379,10.672988,0.44,0.24,0.3,10.521415
50,f3net,5,False,high,strict_0.10,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.482759,0.206897,0.448276,9.644452,0.507937,0.32,0.566667,7.916756
50,videomae,6,False,low,strict_0.10,0.64,0.64,0.54,1,0.0,0.0,0.347826,0.206897,0.241379,13.339714,0.5,0.28,0.4,9.177598
51,xception_df40,1,True,low,strict_0.10,0.55,0.55,0.55,1,0.0,0.0,0.162162,0.045147,0.029345,16.600738,0.117647,0.041929,0.027254,17.258256
51,videomae,2,False,low,strict_0.10,0.57,0.57,0.47,2,0.0,0.0,0.490566,0.13544,0.259594,10.065702,0.507463,0.251572,0.651992,7.877622
51,effort_clip_l14,3,False,high,strict_0.10,0.91,0.91,0.86,2,0.0,0.0,0.54902,0.180587,0.14447,10.801738,0.5,0.251572,0.268344,10.403841
51,i3d,4,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.188679,0.180587,0.548533,15.29644,0.387097,0.251572,0.651992,12.277805
51,efficientnet_b4,5,False,low,strict_0.10,0.7,0.7,0.6,2,0.0,0.0,0.291667,0.225734,0.288939,14.678655,0.686567,0.251572,0.454927,5.062671
51,f3net,6,False,high,strict_0.10,0.52,0.52,0.42000000000000004,2,0.0,0.0,0.575758,0.316027,0.510158,8.425774,0.53125,0.33543,0.536688,8.273585
52,xception_df40,1,True,low,strict_0.10,0.31,0.31,0.21,2,0.1,0.046667,0.521739,0.120968,0.123656,12.428321,0.47619,0.035885,0.172249,12.327012
52,f3net,2,False,high,strict_0.10,0.53,0.53,0.43000000000000005,2,0.0,0.0,0.37037,0.16129,0.473118,11.396024,0.489796,0.215311,0.313397,9.581037
52,videomae,3,False,low,strict_0.10,0.57,0.57,0.5199999999999999,2,0.0,0.0,0.44898,0.16129,0.263441,11.527036,0.440678,0.215311,0.578947,8.890561
52,i3d,4,False,high,strict_0.10,0.7,0.7,0.6499999999999999,3,0.0,0.0,0.285714,0.16129,0.387097,12.377643,0.0,0.035885,0.016746,18.292707
52,efficientnet_b4,5,False,high,strict_0.10,0.33,0.33,0.28,3,0.0,0.0,0.459016,0.241935,0.577957,8.764095,0.390244,0.143541,0.174641,13.2275
52,effort_clip_l14,6,False,low,strict_0.10,0.05,0.05,0.05,3,0.1,0.046667,0.444444,0.282258,0.615591,8.311571,0.492308,0.179426,0.657895,7.921317
53,videomae,1,True,low,strict_0.10,0.58,0.58,0.48,2,0.1,0.028333,0.3,0.078176,0.149186,12.918202,0.372881,0.207469,0.585062,11.453756
53,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.290909,0.156352,0.55114,13.878536,0.31746,0.33195,0.768326,11.631317
53,efficientnet_b4,3,False,high,strict_0.10,0.37,0.37,0.27,2,0.0,0.0,0.377358,0.19544,0.483388,12.267488,0.382979,0.165975,0.218534,12.826463
53,f3net,4,False,high,strict_0.10,0.53,0.53,0.43000000000000005,2,0.0,0.0,0.542373,0.234528,0.483388,9.173714,0.528302,0.33195,0.280083,9.108732
53,xception_df40,5,False,low,strict_0.10,0.29,0.29,0.18999999999999997,2,0.1,0.028333,0.4,0.234528,0.309446,11.959476,0.45283,0.124481,0.353389,10.437463
53,effort_clip_l14,6,False,low,strict_0.10,0.03,0.03,0.03,3,0.1,0.028333,0.513514,0.312704,0.827362,5.413083,0.527778,0.33195,0.74343,6.297988
54,i3d,1,True,low,strict_0.10,0.32,0.32,0.27,2,0.0,0.0,0.0,0.0,0.0,17.857143,0.115385,0.163043,0.548913,17.036171
54,efficientnet_b4,2,False,high,strict_0.10,0.36,0.36,0.26,2,0.1,0.01,0.490566,0.084388,0.308017,10.343048,0.313725,0.163043,0.211957,14.094073
54,effort_clip_l14,3,False,high,strict_0.10,0.86,0.86,0.86,3,0.0,0.0,0.346154,0.084388,0.421941,12.864833,0.666667,0.217391,0.163043,8.183805
54,videomae,4,False,low,strict_0.10,0.49,0.49,0.49,3,0.0,0.0,0.458333,0.168776,0.160338,11.058369,0.626866,0.217391,0.402174,7.683732
54,xception_df40,5,False,low,strict_0.10,0.16,0.16,0.16,3,0.1,0.01,0.592593,0.21097,0.232068,7.992857,0.47619,0.217391,0.456522,9.684317
54,f3net,6,False,high,strict_0.10,0.54,0.54,0.44000000000000006,2,0.0,0.0,0.545455,0.21097,0.611814,8.123143,0.545455,0.163043,0.108696,11.168951
55,i3d,1,True,low,strict_0.10,0.32,0.32,0.27,2,0.0,0.0,0.0,0.0,0.0,17.857143,0.058824,0.042553,0.152482,17.109341
55,videomae,2,False,low,strict_0.10,0.56,0.56,0.51,2,0.0,0.0,0.45,0.081911,0.109215,12.352964,0.327273,0.212766,0.652482,11.201927
55,efficientnet_b4,3,False,high,strict_0.10,0.37,0.37,0.27,2,0.0,0.0,0.052632,0.122867,0.334471,16.910238,0.292683,0.12766,0.223404,13.900561
55,f3net,4,False,high,strict_0.10,0.62,0.62,0.52,1,0.0,0.0,0.56,0.163823,0.296928,8.497583,0.478261,0.212766,0.234043,9.688537
55,effort_clip_l14,5,False,high,strict_0.10,0.78,0.78,0.78,3,0.0,0.0,0.392857,0.204778,0.627986,10.012143,0.45614,0.297872,0.570922,7.566146
55,xception_df40,6,False,low,strict_0.10,0.18,0.18,0.18,3,0.0,0.0,0.618182,0.245734,0.368601,6.577369,0.4,0.12766,0.421986,10.86478
56,videomae,1,True,low,strict_0.10,0.56,0.56,0.4600000000000001,2,0.0,0.0,0.55814,0.079787,0.138298,10.067905,0.491803,0.1875,0.61875,8.701927
56,xception_df40,2,False,low,strict_0.10,0.3,0.3,0.3,3,0.0,0.0,0.181818,0.079787,0.101064,16.442881,0.454545,0.09375,0.11875,12.12722
56,i3d,3,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.130435,0.159574,0.56383,15.054595,0.542373,0.140625,0.5,9.085793
56,f3net,4,False,high,strict_0.10,0.55,0.55,0.45000000000000007,2,0.0,0.0,0.490566,0.199468,0.473404,8.610286,0.468085,0.1875,0.19375,11.583585
56,effort_clip_l14,5,False,low,strict_0.10,0.11,0.11,0.11,3,0.0,0.0,0.444444,0.239362,0.515957,10.787619,0.090909,0.140625,0.45625,17.014598
56,efficientnet_b4,6,False,high,strict_0.10,0.37,0.37,0.27,2,0.0,0.0,0.227273,0.239362,0.425532,14.514595,0.408163,0.234375,0.3125,12.013671
57,videomae,1,True,low,strict_0.10,0.56,0.56,0.4600000000000001,2,0.0,0.0,0.553191,0.136674,0.15262,9.377821,0.535714,0.187266,0.518727,8.070805
57,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.12766,0.182232,0.544419,16.224952,0.528302,0.149813,0.464419,9.122378
57,effort_clip_l14,3,False,low,strict_0.10,0.26,0.26,0.16,1,0.1,0.05,0.489796,0.273349,0.261959,10.014512,0.292683,0.262172,0.338951,13.840671
57,f3net,4,False,high,strict_0.10,0.59,0.59,0.49,1,0.0,0.0,0.607143,0.318907,0.369021,6.33525,0.553191,0.187266,0.303371,7.557098
57,xception_df40,5,False,low,strict_0.10,0.15,0.15,0.15,3,0.1,0.05,0.62069,0.364465,0.3918,6.191655,0.5,0.224719,0.554307,8.236585
57,efficientnet_b4,6,False,low,strict_0.10,0.68,0.68,0.5800000000000001,2,0.0,0.0,0.415094,0.364465,0.437358,11.524643,0.592593,0.224719,0.445693,4.968439
58,i3d,1,True,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.311111,0.106888,0.437055,14.369345,0.45283,0.11335,0.536524,9.158963
58,videomae,2,False,low,strict_0.10,0.55,0.55,0.45000000000000007,2,0.1,0.033333,0.5,0.142518,0.368171,10.017905,0.5,0.151134,0.549118,8.121561
58,xception_df40,3,False,low,strict_0.10,0.17,0.17,0.17,3,0.1,0.033333,0.425532,0.213777,0.402613,9.7535,0.428571,0.151134,0.622166,8.35989
