backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.541935,0.541935,35,31,0.331894,0.097058,0.165914,0.26789,0.355868,0.404467,0.46835,0.358792,0.124982,0.174143,0.300201,0.3525,0.408917,0.569957,0.026898
efficientnet_b4,all,score_raw,high,0.466615,0.466615,92,84,0.342932,0.098546,0.179252,0.271249,0.343025,0.409474,0.483195,0.340362,0.125566,0.160561,0.263131,0.33451,0.397315,0.55929,-0.00257
effort_clip_l14,calibration,score_raw,high,0.576037,0.576037,35,31,0.792873,0.186782,0.528272,0.695419,0.842713,0.938689,0.988363,0.841564,0.144054,0.628486,0.783957,0.86233,0.959045,0.990271,0.048691
effort_clip_l14,all,score_raw,high,0.559653,0.559653,92,84,0.791073,0.193075,0.509458,0.690447,0.838189,0.941434,0.995275,0.83914,0.133893,0.607739,0.74813,0.863572,0.955057,0.993983,0.048067
f3net,calibration,score_raw,high,0.576037,0.576037,35,31,0.489457,0.153312,0.245525,0.434893,0.486424,0.578512,0.737491,0.543942,0.176368,0.271752,0.438293,0.538503,0.634283,0.862421,0.054485
f3net,all,score_raw,high,0.60766,0.60766,92,84,0.491804,0.143966,0.248587,0.412464,0.512516,0.586255,0.705805,0.559855,0.155746,0.325485,0.47533,0.545223,0.658186,0.836588,0.06805
i3d,calibration,score_raw,low,0.343779,0.656221,35,31,0.699206,0.022777,0.653394,0.691857,0.699836,0.717942,0.730009,0.688545,0.021166,0.661088,0.671562,0.692995,0.70025,0.725803,-0.010661
i3d,all,score_raw,low,0.397516,0.602484,92,84,0.69982,0.021296,0.660111,0.68737,0.701344,0.714688,0.730815,0.693423,0.020385,0.661942,0.680265,0.694794,0.707653,0.729133,-0.006397
videomae,calibration,score_raw,high,0.525346,0.525346,35,31,0.469317,0.131414,0.268284,0.363723,0.458214,0.567283,0.68318,0.476316,0.145333,0.225192,0.391528,0.481206,0.605338,0.679025,0.006999
videomae,all,score_raw,high,0.510611,0.510611,92,84,0.451375,0.144159,0.207485,0.357794,0.454804,0.553446,0.663351,0.458954,0.140325,0.200928,0.381087,0.456182,0.558189,0.678519,0.007579
xception_df40,calibration,score_raw,low,0.443318,0.556682,35,31,0.735993,0.135895,0.513635,0.63658,0.76863,0.80958,0.941865,0.693043,0.1576,0.452232,0.592903,0.71453,0.808094,0.884274,-0.04295
xception_df40,all,score_raw,low,0.491589,0.508411,92,84,0.737219,0.173068,0.450588,0.650615,0.759469,0.837751,0.970287,0.731014,0.170574,0.409024,0.620903,0.754381,0.853106,0.96114,-0.006205
