backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.517483,0.517483,33,39,0.343786,0.090823,0.195652,0.295204,0.335053,0.415476,0.491234,0.345817,0.10006,0.173169,0.311022,0.33471,0.406758,0.498188,0.00203
efficientnet_b4,all,score_raw,high,0.517283,0.517283,92,100,0.339232,0.094697,0.190678,0.267223,0.32585,0.399739,0.491327,0.343165,0.115142,0.14835,0.264233,0.341249,0.414895,0.527351,0.003934
effort_clip_l14,calibration,score_raw,high,0.558664,0.558664,33,39,0.815747,0.120689,0.621057,0.728077,0.80176,0.926372,0.981363,0.824337,0.170362,0.57844,0.726818,0.874514,0.948245,0.99036,0.00859
effort_clip_l14,all,score_raw,high,0.514891,0.514891,92,100,0.816556,0.157878,0.516388,0.736572,0.849207,0.944247,0.988705,0.815557,0.173796,0.492188,0.706045,0.878319,0.949919,0.99125,-0.000999
f3net,calibration,score_raw,high,0.613831,0.613831,33,39,0.491696,0.119007,0.314062,0.429435,0.492661,0.52846,0.695475,0.545137,0.146446,0.313829,0.444573,0.522372,0.667801,0.769613,0.053441
f3net,all,score_raw,high,0.62163,0.62163,92,100,0.498255,0.12698,0.277193,0.418902,0.493061,0.590133,0.695589,0.560792,0.155648,0.310553,0.463672,0.549004,0.686645,0.798062,0.062537
i3d,calibration,score_raw,low,0.402486,0.597514,33,39,0.695838,0.022078,0.648085,0.685253,0.699994,0.711808,0.721405,0.687418,0.024524,0.644428,0.665537,0.694672,0.703897,0.718887,-0.00842
i3d,all,score_raw,low,0.419022,0.580978,92,100,0.69768,0.019449,0.660736,0.68711,0.699778,0.712263,0.723665,0.690911,0.022703,0.64702,0.675093,0.696035,0.708416,0.721488,-0.00677
videomae,calibration,score_raw,low,0.435897,0.564103,33,39,0.481595,0.133648,0.296986,0.397934,0.48505,0.55653,0.669037,0.450732,0.156441,0.177215,0.386946,0.428856,0.565139,0.686933,-0.030863
videomae,all,score_raw,low,0.441522,0.558478,92,100,0.470101,0.139204,0.229253,0.36762,0.476536,0.57252,0.665943,0.436379,0.168928,0.094698,0.356412,0.43408,0.542611,0.68666,-0.033722
xception_df40,calibration,score_raw,low,0.45066,0.54934,33,39,0.72047,0.163313,0.4568,0.590481,0.75662,0.829602,0.958012,0.698826,0.140848,0.462045,0.636797,0.697083,0.812879,0.891763,-0.021644
xception_df40,all,score_raw,low,0.452283,0.547717,92,100,0.749237,0.160909,0.463811,0.640861,0.767614,0.893281,0.9624,0.718464,0.178767,0.406556,0.638452,0.721497,0.868002,0.958825,-0.030773
