backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.465409,0.534591,257,259,0.353773,0.163997,0.127418,0.228176,0.338421,0.458409,0.645448,0.336037,0.169202,0.096298,0.211945,0.301892,0.451782,0.666888,-0.017736
efficientnet_b4,all,score_raw,low,0.461175,0.538825,694,682,0.35147,0.173486,0.121403,0.222532,0.315815,0.45804,0.679129,0.330949,0.178234,0.095058,0.199641,0.295946,0.436019,0.676391,-0.020521
effort_clip_l14,calibration,score_raw,low,0.48892,0.51108,257,259,0.828944,0.239572,0.304265,0.753597,0.957613,0.993447,0.999876,0.812027,0.250659,0.241017,0.6912,0.943269,0.993951,0.999956,-0.016917
effort_clip_l14,all,score_raw,low,0.515768,0.484232,694,682,0.807595,0.268848,0.180589,0.724146,0.955126,0.993454,0.999927,0.824641,0.249385,0.227697,0.738639,0.949166,0.99539,0.999853,0.017046
f3net,calibration,score_raw,high,0.523294,0.523294,257,259,0.512693,0.216044,0.163225,0.372936,0.493951,0.662194,0.910443,0.528042,0.242521,0.116762,0.371775,0.540262,0.690377,0.956341,0.015349
f3net,all,score_raw,high,0.526804,0.526804,694,681,0.518173,0.219182,0.153337,0.373305,0.501368,0.671375,0.910194,0.543281,0.239857,0.140873,0.384476,0.520133,0.710219,0.975145,0.025108
i3d,calibration,score_raw,low,0.475296,0.524704,257,258,0.693093,0.041465,0.593609,0.67646,0.706541,0.725202,0.730591,0.689734,0.041768,0.602978,0.669447,0.701968,0.724148,0.730794,-0.003359
i3d,all,score_raw,low,0.480219,0.519781,690,678,0.695522,0.037783,0.61836,0.678611,0.708598,0.724693,0.730712,0.692727,0.039406,0.612484,0.673057,0.705727,0.723387,0.730666,-0.002794
videomae,calibration,score_raw,low,0.448823,0.551177,257,259,0.488828,0.236164,0.086461,0.327031,0.494556,0.649095,0.872215,0.441789,0.262236,0.015744,0.20666,0.458546,0.639868,0.877574,-0.047039
videomae,all,score_raw,low,0.443231,0.556769,694,682,0.477639,0.252759,0.051939,0.28447,0.485878,0.662902,0.90316,0.427212,0.262828,0.023833,0.203067,0.441974,0.616782,0.886428,-0.050427
xception_df40,calibration,score_raw,low,0.483241,0.516759,257,259,0.712311,0.285111,0.125072,0.529137,0.824597,0.958364,0.999111,0.705829,0.275622,0.148042,0.510203,0.801273,0.932378,0.997363,-0.006482
xception_df40,all,score_raw,low,0.506053,0.493947,694,682,0.729788,0.271183,0.163378,0.55667,0.83042,0.960799,0.998416,0.736783,0.267741,0.173046,0.578657,0.829879,0.955134,0.99839,0.006994
