backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.561508,0.561508,42,48,0.326266,0.10276,0.147372,0.267283,0.335306,0.402382,0.474606,0.360755,0.118311,0.178259,0.292652,0.352628,0.422407,0.539067,0.034489
efficientnet_b4,all,score_raw,high,0.468001,0.468001,117,123,0.3454,0.10994,0.162972,0.26646,0.346585,0.408965,0.528225,0.337885,0.132843,0.151896,0.228343,0.342213,0.413493,0.544291,-0.007515
effort_clip_l14,calibration,score_raw,high,0.540675,0.540675,42,48,0.802377,0.191524,0.552878,0.671235,0.862318,0.965936,0.988984,0.830576,0.154334,0.63241,0.73046,0.856386,0.965216,0.992478,0.028199
effort_clip_l14,all,score_raw,high,0.518727,0.518727,117,123,0.800021,0.205684,0.334404,0.689804,0.873432,0.963304,0.993927,0.828747,0.157446,0.518648,0.722536,0.875439,0.958992,0.995238,0.028726
f3net,calibration,score_raw,high,0.691468,0.691468,42,48,0.456125,0.144751,0.220314,0.382101,0.46563,0.552674,0.652137,0.57048,0.166295,0.287425,0.463194,0.538456,0.674929,0.820019,0.114355
f3net,all,score_raw,high,0.622959,0.622959,117,123,0.486757,0.149041,0.245699,0.402751,0.490777,0.584575,0.712483,0.56449,0.167318,0.293681,0.449918,0.555448,0.667493,0.823612,0.077734
i3d,calibration,score_raw,high,0.525298,0.525298,42,48,0.692574,0.024458,0.64832,0.678024,0.694882,0.705843,0.729787,0.69355,0.026386,0.636493,0.67645,0.699927,0.714339,0.728259,0.000976
i3d,all,score_raw,high,0.471557,0.471557,117,122,0.697255,0.022356,0.652658,0.685976,0.698929,0.714441,0.730656,0.69426,0.023867,0.649982,0.678404,0.69704,0.711851,0.728625,-0.002995
videomae,calibration,score_raw,low,0.477679,0.522321,42,48,0.479129,0.125438,0.294246,0.389205,0.465711,0.585331,0.646642,0.461545,0.176594,0.16024,0.337585,0.465309,0.606557,0.714022,-0.017583
videomae,all,score_raw,low,0.415676,0.584324,117,123,0.480494,0.149953,0.221023,0.388366,0.479344,0.589319,0.723168,0.428966,0.180975,0.137849,0.2943,0.431963,0.553865,0.714799,-0.051527
xception_df40,calibration,score_raw,high,0.552083,0.552083,42,48,0.698173,0.168393,0.419662,0.604277,0.682832,0.832513,0.959121,0.726362,0.172302,0.413589,0.587347,0.765482,0.859207,0.956709,0.028189
xception_df40,all,score_raw,high,0.497186,0.497186,117,123,0.737082,0.181309,0.404981,0.619457,0.760121,0.881981,0.971848,0.730815,0.189957,0.391417,0.610173,0.754074,0.884988,0.970043,-0.006267
