rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,videomae,score_raw,low,strict_0.10,True,True,2,0.59,0.5399999999999999,0.5,0.131579,0.208333,0.081967,0.122951,16.300464,0.769231,5,5,33,32,3,2,84,5,24.4,6.5,5,0,75,0,0.0,5
2,False,effort_clip_l14,score_raw,high,strict_0.10,True,True,3,0.89,0.84,0.37037,0.263158,0.307692,0.163934,0.467213,12.053845,0.380435,10,17,28,20,4,4,84,27,24.4,18.4,7,0,75,0,0.0,5
3,False,efficientnet_b4,score_raw,high,strict_0.10,True,True,2,0.39,0.29000000000000004,0.4375,0.184211,0.259259,0.163934,0.237705,14.832655,0.784314,7,9,31,28,5,4,84,13,24.4,10.2,8,0,75,0,0.0,5
4,False,f3net,score_raw,high,strict_0.10,True,True,3,0.51,0.51,0.558824,0.5,0.527778,0.204918,0.409836,10.135488,0.403587,19,15,19,22,6,5,84,35,24.4,22.3,9,0,75,0,0.0,5
5,False,xception_df40,score_raw,high,strict_0.10,True,True,3,0.75,0.65,0.40625,0.342105,0.371429,0.204918,0.504098,11.946071,0.334928,13,19,25,18,5,5,84,31,24.4,20.9,7,0,75,0,0.0,5
6,False,i3d,score_raw,high,strict_0.10,True,True,2,0.7,0.6499999999999999,0.511628,0.578947,0.54321,0.327869,0.540984,7.483881,0.253623,22,21,16,16,6,8,84,47,24.4,27.6,7,1,74,0,0.013333,5
