backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_f1,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.4786,0.5214,strict_0.50,True,True,0.67,0.67,0.5700000000000001,3,0.1,0.266667,0.691489,0.6341463414634145,4.582683,0.546218,0.691489,0.610329,0.976744,0.627907,4.582683,0.201681,65,54,29,32,7,28,104,82,28.666667,39.666667,8,0,180,0,0.0,6
effort_clip_l14,score_raw,high,0.52239,0.52239,strict_0.50,True,True,0.97,0.97,0.87,3,0.1,0.3,0.382979,0.47368421052631576,9.819452,0.537313,0.382979,0.447205,0.55814,0.360465,9.819452,0.671642,36,31,58,55,9,16,104,48,28.666667,22.333333,15,0,180,0,0.0,6
f3net,score_raw,high,0.559871,0.559871,strict_0.50,True,True,0.44,0.44,0.44,3,0.2,0.3,0.648936,0.6256410256410256,5.609038,0.554545,0.648936,0.598039,0.94186,0.569767,5.609038,0.381818,61,49,33,37,9,27,104,73,28.666667,36.666667,14,0,180,0,0.0,6
i3d,score_raw,low,0.452499,0.547501,strict_0.50,True,True,0.32,0.32,0.27,2,0.1,0.066667,0.712766,0.6802030456852792,4.733269,0.638095,0.712766,0.673367,0.802326,0.44186,4.733269,0.171429,67,38,27,48,6,23,104,76,28.666667,35.0,6,0,180,0,0.0,6
videomae,score_raw,low,0.440871,0.559129,strict_0.50,True,True,0.58,0.58,0.48,3,0.1,0.033333,0.489362,0.5679012345679013,8.303971,0.666667,0.489362,0.564417,0.55814,0.267442,8.303971,0.434783,46,23,48,63,7,16,104,52,28.666667,23.0,10,0,180,0,0.0,6
xception_df40,score_raw,low,0.463013,0.536987,strict_0.50,True,True,0.24,0.24,0.19,3,0.2,0.3,0.531915,0.591715976331361,7.538231,0.595238,0.531915,0.561798,0.593023,0.395349,7.538231,0.357143,50,34,44,52,7,17,104,59,28.666667,28.0,10,0,180,0,0.0,6
