run_id,backend,split,kind,ordinal,video_filename,video_duration_s,signal_source,pred_t_min,pred_t_max,end_align_shift_s,scored_window_count,held_window_count,missing_window_count
validation_mixed_02__efficientnet_b4,efficientnet_b4,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.391,610.219,10.219,120,0,0
validation_mixed_03__efficientnet_b4,efficientnet_b4,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.406,610.344,10.344,120,0,0
validation_real_only_01__efficientnet_b4,efficientnet_b4,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.406,610.297,10.297,120,0,0
calibration_fake_only_01__effort_clip_l14,effort_clip_l14,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,1.438,607.391,7.391,120,0,0
calibration_fake_only_02__effort_clip_l14,effort_clip_l14,calibration,fake_only,2,calibration_fake_only_02.mp4,600,score_raw,1.64,610.14,10.14,120,0,0
calibration_mixed_01__effort_clip_l14,effort_clip_l14,calibration,mixed,1,calibration_mixed_01.mp4,602,score_raw,1.734,610.703,8.703,121,0,0
calibration_mixed_02__effort_clip_l14,effort_clip_l14,calibration,mixed,2,calibration_mixed_02.mp4,606,score_raw,1.313,615.0,9.0,122,0,0
calibration_mixed_03__effort_clip_l14,effort_clip_l14,calibration,mixed,3,calibration_mixed_03.mp4,603,score_raw,1.359,612.015,9.015,121,0,0
calibration_mixed_04__effort_clip_l14,effort_clip_l14,calibration,mixed,4,calibration_mixed_04.mp4,600,score_raw,1.469,609.516,9.516,120,0,0
calibration_real_only_01__effort_clip_l14,effort_clip_l14,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,1.297,610.359,10.359,120,0,0
calibration_real_only_02__effort_clip_l14,effort_clip_l14,calibration,real_only,2,calibration_real_only_02.mp4,604,score_raw,0.828,613.578,9.578,121,0,0
calibration_real_only_03__effort_clip_l14,effort_clip_l14,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,1.093,610.734,10.734,120,0,0
test_fake_only_01__effort_clip_l14,effort_clip_l14,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.39,609.937,9.937,120,0,0
test_mixed_01__effort_clip_l14,effort_clip_l14,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.391,610.391,10.391,120,0,0
test_mixed_02__effort_clip_l14,effort_clip_l14,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.391,610.281,10.281,120,0,0
test_mixed_03__effort_clip_l14,effort_clip_l14,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.375,610.391,10.391,120,0,0
test_real_only_01__effort_clip_l14,effort_clip_l14,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.375,609.891,9.891,120,0,0
validation_fake_only_01__effort_clip_l14,effort_clip_l14,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.406,610.25,10.25,120,0,0
validation_mixed_01__effort_clip_l14,effort_clip_l14,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.406,610.672,10.672,120,0,0
validation_mixed_02__effort_clip_l14,effort_clip_l14,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.39,610.078,10.078,120,0,0
validation_mixed_03__effort_clip_l14,effort_clip_l14,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.343,610.218,10.218,120,0,0
validation_real_only_01__effort_clip_l14,effort_clip_l14,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.391,610.266,10.266,120,0,0
calibration_fake_only_01__f3net,f3net,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,1.5,608.516,8.516,120,0,0
calibration_fake_only_02__f3net,f3net,calibration,fake_only,2,calibration_fake_only_02.mp4,600,score_raw,1.375,610.375,10.375,120,0,0
calibration_mixed_01__f3net,f3net,calibration,mixed,1,calibration_mixed_01.mp4,602,score_raw,1.406,612.359,10.359,121,0,0
calibration_mixed_02__f3net,f3net,calibration,mixed,2,calibration_mixed_02.mp4,606,score_raw,1.5,614.984,8.984,122,0,0
calibration_mixed_03__f3net,f3net,calibration,mixed,3,calibration_mixed_03.mp4,603,score_raw,1.485,612.375,9.375,121,0,0
calibration_mixed_04__f3net,f3net,calibration,mixed,4,calibration_mixed_04.mp4,600,score_raw,1.531,608.891,8.891,120,0,0
calibration_real_only_01__f3net,f3net,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.61,609.078,9.078,120,0,0
calibration_real_only_02__f3net,f3net,calibration,real_only,2,calibration_real_only_02.mp4,604,score_raw,0.563,613.609,9.609,121,0,0
calibration_real_only_03__f3net,f3net,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.656,610.625,10.625,120,0,0
test_fake_only_01__f3net,f3net,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.359,610.281,10.281,120,0,0
test_mixed_01__f3net,f3net,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.359,610.281,10.281,120,0,0
test_mixed_02__f3net,f3net,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.375,610.156,10.156,120,0,0
test_mixed_03__f3net,f3net,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.359,610.672,10.672,120,0,0
test_real_only_01__f3net,f3net,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.375,610.219,10.219,120,0,0
validation_fake_only_01__f3net,f3net,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.36,610.063,10.063,118,0,2
validation_mixed_01__f3net,f3net,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.36,610.594,10.594,120,0,0
validation_mixed_02__f3net,f3net,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.39,610.015,10.015,120,0,0
validation_mixed_03__f3net,f3net,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.39,610.234,10.234,120,0,0
validation_real_only_01__f3net,f3net,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.406,610.25,10.25,120,0,0
calibration_fake_only_01__i3d,i3d,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,0.953,608.5,8.5,120,0,0
calibration_fake_only_02__i3d,i3d,calibration,fake_only,2,calibration_fake_only_02.mp4,600,score_raw,1.297,610.516,10.516,120,0,0
calibration_mixed_01__i3d,i3d,calibration,mixed,1,calibration_mixed_01.mp4,602,score_raw,1.454,612.375,10.375,121,0,0
calibration_mixed_02__i3d,i3d,calibration,mixed,2,calibration_mixed_02.mp4,606,score_raw,1.266,613.782,7.782,122,0,0
calibration_mixed_03__i3d,i3d,calibration,mixed,3,calibration_mixed_03.mp4,603,score_raw,1.297,612.25,9.25,121,0,0
calibration_mixed_04__i3d,i3d,calibration,mixed,4,calibration_mixed_04.mp4,600,score_raw,0.5,610.5,10.5,120,0,0
calibration_real_only_01__i3d,i3d,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.719,609.344,9.344,120,0,0
calibration_real_only_02__i3d,i3d,calibration,real_only,2,calibration_real_only_02.mp4,604,score_raw,0.469,613.594,9.594,121,0,0
calibration_real_only_03__i3d,i3d,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.515,610.312,10.312,120,0,0
test_fake_only_01__i3d,i3d,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.094,610.641,10.641,120,0,0
test_mixed_01__i3d,i3d,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.14,610.234,10.234,120,0,0
test_mixed_02__i3d,i3d,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.109,610.734,10.734,120,0,0
test_mixed_03__i3d,i3d,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.109,610.515,10.515,120,0,0
test_real_only_01__i3d,i3d,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.109,610.469,10.469,120,0,0
validation_fake_only_01__i3d,i3d,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.109,610.25,10.25,120,0,0
validation_mixed_01__i3d,i3d,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.109,610.203,10.203,120,0,0
validation_mixed_02__i3d,i3d,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.094,610.172,10.172,110,1,9
validation_mixed_03__i3d,i3d,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.11,610.141,10.141,120,0,0
validation_real_only_01__i3d,i3d,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.093,610.156,10.156,120,0,0
calibration_fake_only_01__videomae,videomae,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,0.812,608.593,8.593,120,0,0
calibration_fake_only_02__videomae,videomae,calibration,fake_only,2,calibration_fake_only_02.mp4,600,score_raw,1.25,610.469,10.469,120,0,0
calibration_mixed_01__videomae,videomae,calibration,mixed,1,calibration_mixed_01.mp4,602,score_raw,0.625,611.532,9.532,121,0,0
calibration_mixed_02__videomae,videomae,calibration,mixed,2,calibration_mixed_02.mp4,606,score_raw,1.281,615.609,9.609,122,0,0
calibration_mixed_03__videomae,videomae,calibration,mixed,3,calibration_mixed_03.mp4,603,score_raw,1.328,611.61,8.61,121,0,0
calibration_mixed_04__videomae,videomae,calibration,mixed,4,calibration_mixed_04.mp4,600,score_raw,0.5,610.453,10.453,120,0,0
calibration_real_only_01__videomae,videomae,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.453,610.672,10.672,120,0,0
calibration_real_only_02__videomae,videomae,calibration,real_only,2,calibration_real_only_02.mp4,604,score_raw,0.5,612.922,8.922,121,0,0
calibration_real_only_03__videomae,videomae,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.484,611.046,11.046,120,0,0
test_fake_only_01__videomae,videomae,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.093,610.047,10.047,120,0,0
test_mixed_01__videomae,videomae,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.109,610.547,10.547,120,0,0
test_mixed_02__videomae,videomae,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.109,610.047,10.047,120,0,0
test_mixed_03__videomae,videomae,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.094,610.063,10.063,120,0,0
test_real_only_01__videomae,videomae,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.109,610.297,10.297,120,0,0
validation_fake_only_01__videomae,videomae,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.109,610.031,10.031,120,0,0
validation_mixed_01__videomae,videomae,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.11,610.578,10.578,120,0,0
validation_mixed_02__videomae,videomae,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.094,610.344,10.344,120,0,0
validation_mixed_03__videomae,videomae,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.11,610.36,10.36,120,0,0
validation_real_only_01__videomae,videomae,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.11,610.344,10.344,120,0,0
calibration_fake_only_01__xception_df40,xception_df40,calibration,fake_only,1,calibration_fake_only_01.mp4,600,score_raw,1.735,600.735,0.735,120,0,0
calibration_fake_only_02__xception_df40,xception_df40,calibration,fake_only,2,calibration_fake_only_02.mp4,600,score_raw,0.547,609.734,9.734,120,0,0
calibration_mixed_01__xception_df40,xception_df40,calibration,mixed,1,calibration_mixed_01.mp4,602,score_raw,1.094,610.906,8.906,121,0,0
calibration_mixed_02__xception_df40,xception_df40,calibration,mixed,2,calibration_mixed_02.mp4,606,score_raw,1.39,614.75,8.75,122,0,0
calibration_mixed_03__xception_df40,xception_df40,calibration,mixed,3,calibration_mixed_03.mp4,603,score_raw,1.359,613.047,10.047,121,0,0
calibration_mixed_04__xception_df40,xception_df40,calibration,mixed,4,calibration_mixed_04.mp4,600,score_raw,1.516,608.719,8.719,120,0,0
calibration_real_only_01__xception_df40,xception_df40,calibration,real_only,1,calibration_real_only_01.mp4,600,score_raw,0.656,610.547,10.547,120,0,0
calibration_real_only_02__xception_df40,xception_df40,calibration,real_only,2,calibration_real_only_02.mp4,604,score_raw,0.641,613.797,9.797,121,0,0
calibration_real_only_03__xception_df40,xception_df40,calibration,real_only,3,calibration_real_only_03.mp4,600,score_raw,0.594,609.406,9.406,120,0,0
test_fake_only_01__xception_df40,xception_df40,test,fake_only,1,test_fake_only_01.mp4,600,score_raw,0.344,610.344,10.344,120,0,0
test_mixed_01__xception_df40,xception_df40,test,mixed,1,test_mixed_01.mp4,600,score_raw,0.343,610.718,10.718,120,0,0
test_mixed_02__xception_df40,xception_df40,test,mixed,2,test_mixed_02.mp4,600,score_raw,0.36,610.782,10.782,120,0,0
test_mixed_03__xception_df40,xception_df40,test,mixed,3,test_mixed_03.mp4,600,score_raw,0.375,610.078,10.078,120,0,0
test_real_only_01__xception_df40,xception_df40,test,real_only,1,test_real_only_01.mp4,600,score_raw,0.36,610.532,10.532,120,0,0
validation_fake_only_01__xception_df40,xception_df40,validation,fake_only,1,validation_fake_only_01.mp4,600,score_raw,0.359,610.156,10.156,120,0,0
validation_mixed_01__xception_df40,xception_df40,validation,mixed,1,validation_mixed_01.mp4,600,score_raw,0.328,610.328,10.328,120,0,0
validation_mixed_02__xception_df40,xception_df40,validation,mixed,2,validation_mixed_02.mp4,600,score_raw,0.329,610.516,10.516,120,0,0
validation_mixed_03__xception_df40,xception_df40,validation,mixed,3,validation_mixed_03.mp4,600,score_raw,0.375,610.469,10.469,120,0,0
validation_real_only_01__xception_df40,xception_df40,validation,real_only,1,validation_real_only_01.mp4,600,score_raw,0.375,610.219,10.219,120,0,0
