rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,effort_clip_l14,score_raw,high,strict_0.10,True,True,2,0.99,0.94,0.7,0.127273,0.215385,0.077071,0.052023,15.572607,1.333333,7,3,48,57,3,2,84,10,25.95,4.5,6,0,115,0,0.0,5
2,False,videomae,score_raw,low,strict_0.10,True,True,3,0.55,0.45000000000000007,0.520833,0.454545,0.485437,0.115607,0.385356,10.513536,0.287081,25,23,30,37,4,3,84,34,25.95,20.9,6,0,115,0,0.0,5
3,False,i3d,score_raw,low,strict_0.10,True,True,2,0.31,0.26,0.380952,0.436364,0.40678,0.192678,0.635838,10.29044,0.18797,24,39,31,21,5,5,84,37,25.95,26.6,5,1,114,0,0.008696,5
4,False,efficientnet_b4,score_raw,low,strict_0.10,True,True,2,0.75,0.65,0.464286,0.236364,0.313253,0.192678,0.233141,14.106679,0.672269,13,15,42,45,5,5,84,16,25.95,11.9,8,0,115,0,0.0,5
5,False,xception_df40,score_raw,low,strict_0.10,True,True,3,0.34,0.24000000000000002,0.285714,0.072727,0.115942,0.192678,0.146435,16.714786,1.071429,4,10,51,50,4,5,84,5,25.95,5.6,6,0,115,0,0.0,5
6,False,f3net,score_raw,high,strict_0.10,True,True,2,0.54,0.44000000000000006,0.59375,0.690909,0.638655,0.346821,0.450867,4.96381,0.498221,38,26,17,34,8,9,84,58,25.95,28.1,14,0,115,0,0.0,5
