backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.529887,0.529887,61,65,0.339445,0.116161,0.160153,0.257655,0.331283,0.413231,0.545356,0.350478,0.128875,0.12747,0.265901,0.3566,0.448394,0.532792,0.011033
efficientnet_b4,all,score_raw,high,0.531721,0.531721,163,173,0.334415,0.125054,0.144412,0.242267,0.32155,0.418394,0.567278,0.348229,0.136172,0.129713,0.24584,0.349161,0.439434,0.546029,0.013814
effort_clip_l14,calibration,score_raw,high,0.552333,0.552333,61,65,0.808271,0.187069,0.485814,0.695578,0.852723,0.966322,0.993085,0.82989,0.190939,0.505745,0.765045,0.903812,0.979906,0.997901,0.021619
effort_clip_l14,all,score_raw,high,0.555197,0.555197,163,173,0.800905,0.211901,0.292909,0.70579,0.852723,0.96638,0.99372,0.829208,0.199766,0.423918,0.733996,0.914074,0.980651,0.997273,0.028303
f3net,calibration,score_raw,high,0.633291,0.633291,61,65,0.479028,0.178753,0.252573,0.325059,0.453416,0.586727,0.762606,0.558583,0.167864,0.313539,0.446911,0.562403,0.6667,0.817622,0.079555
f3net,all,score_raw,high,0.643321,0.643321,163,173,0.483554,0.167367,0.212619,0.375465,0.472985,0.601765,0.762512,0.573388,0.170646,0.316442,0.449117,0.564688,0.681404,0.86666,0.089834
i3d,calibration,score_raw,low,0.495586,0.504414,61,65,0.69157,0.029133,0.629815,0.675046,0.701741,0.710295,0.727124,0.691857,0.029542,0.639571,0.669242,0.699943,0.717742,0.727429,0.000286
i3d,all,score_raw,low,0.490619,0.509381,163,172,0.695325,0.025615,0.6501,0.678387,0.70136,0.715847,0.727472,0.693703,0.027998,0.634497,0.677401,0.701252,0.71502,0.727296,-0.001622
videomae,calibration,score_raw,low,0.470113,0.529887,61,65,0.47899,0.151464,0.231638,0.366013,0.469732,0.598884,0.700066,0.454683,0.194614,0.108551,0.352167,0.444988,0.589324,0.735819,-0.024307
videomae,all,score_raw,low,0.488315,0.511685,163,173,0.456942,0.177342,0.156245,0.323659,0.460678,0.597051,0.729246,0.448904,0.200448,0.09649,0.330806,0.462855,0.571474,0.746589,-0.008038
xception_df40,calibration,score_raw,high,0.512232,0.512232,61,65,0.704374,0.200686,0.379119,0.533838,0.76844,0.870683,0.976285,0.715707,0.193516,0.368892,0.610199,0.76307,0.862072,0.954531,0.011333
xception_df40,all,score_raw,high,0.51555,0.51555,163,173,0.729963,0.199729,0.371009,0.607436,0.763051,0.89701,0.976547,0.736534,0.207083,0.327131,0.620576,0.774578,0.907149,0.977261,0.006571
