backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.539933,0.539933,86,76,0.335448,0.132951,0.143692,0.22508,0.342089,0.406942,0.576817,0.355224,0.138044,0.121532,0.246066,0.36777,0.436501,0.578616,0.019776
efficientnet_b4,all,score_raw,high,0.499088,0.499088,223,209,0.34211,0.141344,0.136387,0.24637,0.337305,0.421646,0.596912,0.34079,0.144342,0.123653,0.238116,0.336046,0.431354,0.579468,-0.00132
effort_clip_l14,calibration,score_raw,low,0.496787,0.503213,86,76,0.824395,0.199497,0.501208,0.75621,0.899306,0.97473,0.998698,0.811572,0.212169,0.39004,0.715829,0.904905,0.981549,0.999089,-0.012823
effort_clip_l14,all,score_raw,low,0.533225,0.466775,223,209,0.799779,0.237902,0.237451,0.704044,0.906443,0.976931,0.99821,0.831561,0.196579,0.434583,0.739102,0.91652,0.982844,0.998637,0.031782
f3net,calibration,score_raw,high,0.61429,0.61429,86,76,0.484723,0.188562,0.199685,0.347005,0.481371,0.591618,0.780545,0.555948,0.196638,0.224287,0.441211,0.558609,0.699682,0.833965,0.071225
f3net,all,score_raw,high,0.596541,0.596541,223,209,0.496313,0.183058,0.201893,0.374089,0.49183,0.609686,0.782312,0.561611,0.191444,0.255127,0.438018,0.549326,0.700716,0.873403,0.065298
i3d,calibration,score_raw,low,0.439871,0.560129,86,76,0.694991,0.032862,0.624721,0.684781,0.702598,0.717875,0.729112,0.68989,0.031297,0.627474,0.668707,0.697513,0.714803,0.728235,-0.005101
i3d,all,score_raw,low,0.47986,0.52014,222,208,0.695928,0.030195,0.643456,0.681921,0.703128,0.718897,0.730089,0.694529,0.028998,0.634641,0.677765,0.703497,0.716129,0.728378,-0.001399
videomae,calibration,score_raw,low,0.432681,0.567319,86,76,0.491563,0.182331,0.228278,0.35948,0.502192,0.61451,0.78205,0.442057,0.205722,0.153337,0.286384,0.460526,0.616886,0.741995,-0.049506
videomae,all,score_raw,low,0.445105,0.554895,223,209,0.475115,0.189989,0.164916,0.332891,0.470137,0.610203,0.780292,0.430721,0.216713,0.054279,0.272042,0.446934,0.578637,0.784802,-0.044394
xception_df40,calibration,score_raw,high,0.503519,0.503519,86,76,0.711311,0.221526,0.295614,0.583467,0.779586,0.890785,0.959995,0.712596,0.225736,0.213692,0.587282,0.746361,0.907308,0.974651,0.001285
xception_df40,all,score_raw,high,0.508164,0.508164,223,209,0.734156,0.21772,0.324718,0.594357,0.801018,0.905857,0.983007,0.73317,0.228992,0.248429,0.60699,0.784674,0.929518,0.984071,-0.000986
