backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.538889,0.538889,36,30,0.338968,0.089342,0.198992,0.288703,0.339747,0.403931,0.470562,0.354765,0.101461,0.213197,0.294657,0.338984,0.433201,0.526893,0.015796
efficientnet_b4,all,score_raw,high,0.506069,0.506069,88,88,0.338862,0.09107,0.192346,0.265911,0.340438,0.408263,0.477398,0.345916,0.11862,0.149635,0.271752,0.323049,0.419212,0.540607,0.007053
effort_clip_l14,calibration,score_raw,low,0.432407,0.567593,36,30,0.8377,0.136822,0.566081,0.772954,0.84287,0.957837,0.986598,0.799302,0.163114,0.55262,0.713654,0.793016,0.951197,0.989562,-0.038399
effort_clip_l14,all,score_raw,low,0.505424,0.494576,88,88,0.815302,0.165607,0.481529,0.74293,0.856675,0.954366,0.985016,0.816853,0.159026,0.503988,0.713741,0.858398,0.958106,0.99295,0.00155
f3net,calibration,score_raw,high,0.571296,0.571296,36,30,0.500248,0.123327,0.316927,0.432356,0.470892,0.599491,0.691084,0.544587,0.141787,0.376254,0.422965,0.532833,0.626722,0.801258,0.044339
f3net,all,score_raw,high,0.632231,0.632231,88,88,0.491855,0.124573,0.293974,0.41738,0.479599,0.585781,0.683732,0.56802,0.152066,0.363911,0.451903,0.548002,0.644378,0.820742,0.076164
i3d,calibration,score_raw,low,0.396296,0.603704,36,30,0.695134,0.020747,0.651034,0.688318,0.698773,0.70706,0.722,0.68746,0.022245,0.645527,0.670637,0.69156,0.703941,0.717562,-0.007674
i3d,all,score_raw,low,0.424458,0.575542,88,88,0.697321,0.018964,0.654042,0.688318,0.69923,0.711563,0.722383,0.691897,0.021633,0.651621,0.679374,0.696495,0.70656,0.723272,-0.005423
videomae,calibration,score_raw,low,0.459259,0.540741,36,30,0.476405,0.132361,0.27269,0.406614,0.449561,0.574073,0.669795,0.455947,0.177572,0.183209,0.335562,0.438315,0.641567,0.721719,-0.020458
videomae,all,score_raw,low,0.489669,0.510331,88,88,0.454052,0.143333,0.21409,0.367521,0.44801,0.564579,0.672843,0.452166,0.175281,0.182349,0.343722,0.438315,0.562133,0.752529,-0.001886
xception_df40,calibration,score_raw,low,0.462963,0.537037,36,30,0.720636,0.143924,0.44294,0.619306,0.718585,0.828203,0.929338,0.697162,0.155609,0.436291,0.579498,0.727118,0.817763,0.908921,-0.023473
xception_df40,all,score_raw,low,0.510847,0.489153,88,88,0.734063,0.152701,0.441719,0.634414,0.750437,0.844739,0.952785,0.731539,0.178091,0.398692,0.625589,0.754467,0.881283,0.970471,-0.002525
