backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.510589,0.510589,53,49,0.341377,0.098287,0.178917,0.271363,0.336089,0.412728,0.488385,0.348226,0.13585,0.142084,0.247686,0.349585,0.443755,0.571038,0.006849
efficientnet_b4,all,score_raw,high,0.486723,0.486723,127,145,0.341282,0.109302,0.173664,0.25371,0.336089,0.415501,0.515944,0.341767,0.136675,0.134371,0.247018,0.33421,0.426088,0.57614,0.000485
effort_clip_l14,calibration,score_raw,high,0.562187,0.562187,53,49,0.807711,0.175413,0.576901,0.694907,0.831914,0.954767,0.986873,0.828346,0.18709,0.493686,0.711323,0.920347,0.974497,0.997121,0.020635
effort_clip_l14,all,score_raw,high,0.548792,0.548792,127,145,0.800183,0.20143,0.354921,0.693229,0.872748,0.957977,0.99226,0.827652,0.186857,0.432494,0.725606,0.903478,0.97244,0.997274,0.027469
f3net,calibration,score_raw,high,0.650366,0.650366,53,49,0.470403,0.142377,0.253124,0.389668,0.470984,0.550871,0.694341,0.567873,0.188131,0.265792,0.431111,0.543006,0.722125,0.829089,0.09747
f3net,all,score_raw,high,0.628455,0.628455,127,145,0.48381,0.149933,0.241724,0.406634,0.483882,0.58363,0.706457,0.564257,0.174726,0.289182,0.433188,0.555012,0.691235,0.848091,0.080447
i3d,calibration,score_raw,low,0.396226,0.603774,53,49,0.698332,0.022405,0.655083,0.684651,0.702165,0.712544,0.729508,0.687384,0.02914,0.634245,0.672209,0.68927,0.708016,0.728968,-0.010948
i3d,all,score_raw,low,0.444746,0.555254,127,145,0.699042,0.022103,0.662466,0.684126,0.702486,0.716502,0.730615,0.693068,0.026585,0.640056,0.676181,0.698713,0.71379,0.728957,-0.005973
videomae,calibration,score_raw,low,0.496727,0.503273,53,49,0.470257,0.131414,0.264527,0.389011,0.479971,0.563782,0.641749,0.46888,0.195756,0.095515,0.365055,0.433526,0.631809,0.742149,-0.001377
videomae,all,score_raw,low,0.513766,0.486234,127,145,0.450427,0.155467,0.212628,0.364064,0.450562,0.553907,0.732976,0.457198,0.196182,0.063271,0.33846,0.454022,0.605986,0.747288,0.006771
xception_df40,calibration,score_raw,high,0.51521,0.51521,53,49,0.714413,0.166112,0.490525,0.581253,0.71807,0.858197,0.962814,0.711608,0.196735,0.395925,0.584055,0.763435,0.863668,0.958674,-0.002805
xception_df40,all,score_raw,high,0.520282,0.520282,127,145,0.733002,0.177643,0.419789,0.619991,0.75317,0.871399,0.974449,0.734591,0.205265,0.345552,0.61746,0.774139,0.907456,0.972522,0.001589
