backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.463513,0.536487,903,897,0.355467,0.183142,0.098607,0.205177,0.334215,0.473421,0.705825,0.334235,0.184513,0.085163,0.192485,0.303625,0.445364,0.695784,-0.021232
efficientnet_b4,all,score_raw,low,0.463521,0.536479,2404,2396,0.351432,0.18884,0.100545,0.204605,0.316656,0.469108,0.717026,0.331095,0.194332,0.085155,0.178594,0.293985,0.450877,0.7231,-0.020337
effort_clip_l14,calibration,score_raw,low,0.492199,0.507801,901,897,0.827036,0.260484,0.237551,0.727759,0.968071,0.997258,0.999922,0.813857,0.265612,0.195344,0.713583,0.960872,0.997386,0.999978,-0.013179
effort_clip_l14,all,score_raw,low,0.51329,0.48671,2402,2396,0.806246,0.289041,0.098807,0.716805,0.966748,0.997693,0.999954,0.825893,0.264182,0.171041,0.752272,0.970413,0.997915,0.999965,0.019648
f3net,calibration,score_raw,high,0.514482,0.514482,903,897,0.515047,0.240946,0.119402,0.34929,0.503267,0.689672,0.956305,0.526277,0.257751,0.088401,0.339472,0.531581,0.703563,0.975914,0.011231
f3net,all,score_raw,high,0.523908,0.523908,2404,2389,0.519088,0.240553,0.114045,0.35327,0.507516,0.68778,0.955748,0.54294,0.257069,0.126365,0.356354,0.526287,0.728508,0.986728,0.023852
i3d,calibration,score_raw,low,0.477165,0.522835,903,893,0.692878,0.048306,0.578382,0.674203,0.714273,0.728544,0.730878,0.689723,0.046916,0.589608,0.663662,0.709593,0.728373,0.730969,-0.003155
i3d,all,score_raw,low,0.476301,0.523699,2391,2377,0.695635,0.04462,0.594501,0.67938,0.714813,0.728176,0.730899,0.692356,0.045276,0.591961,0.668741,0.711483,0.727433,0.73095,-0.003279
videomae,calibration,score_raw,low,0.448189,0.551811,903,897,0.489872,0.277046,0.026641,0.270629,0.506659,0.700478,0.928582,0.439716,0.286386,0.012012,0.184532,0.446408,0.664152,0.920477,-0.050156
videomae,all,score_raw,low,0.447355,0.552645,2404,2396,0.478241,0.284979,0.027439,0.239168,0.484406,0.702128,0.949441,0.426748,0.291352,0.014989,0.161786,0.423817,0.650068,0.942491,-0.051493
xception_df40,calibration,score_raw,low,0.481457,0.518543,903,897,0.710756,0.31085,0.095125,0.467323,0.838567,0.981609,0.999739,0.706723,0.298076,0.108706,0.474896,0.823301,0.965017,0.999366,-0.004033
xception_df40,all,score_raw,low,0.5044,0.4956,2404,2396,0.728754,0.295262,0.122516,0.524991,0.854302,0.9789,0.999576,0.737679,0.289678,0.12677,0.554708,0.861566,0.976321,0.999583,0.008925
