backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.53858,0.53858,36,36,0.335654,0.102392,0.16108,0.259375,0.340667,0.399767,0.502318,0.353416,0.119548,0.166922,0.300158,0.353162,0.429472,0.494224,0.017762
efficientnet_b4,all,score_raw,high,0.465474,0.465474,89,103,0.345436,0.099121,0.198342,0.280031,0.344626,0.411758,0.507044,0.338468,0.129577,0.132944,0.25223,0.331265,0.415831,0.548295,-0.006969
effort_clip_l14,calibration,score_raw,high,0.510031,0.510031,36,36,0.805534,0.190797,0.538483,0.723003,0.851022,0.947134,0.991401,0.826171,0.15531,0.624277,0.738687,0.883499,0.937061,0.983691,0.020637
effort_clip_l14,all,score_raw,high,0.540744,0.540744,89,103,0.794789,0.195689,0.493395,0.698273,0.846013,0.939106,0.993402,0.830712,0.152089,0.549271,0.735946,0.883732,0.95675,0.993455,0.035923
f3net,calibration,score_raw,high,0.589506,0.589506,36,36,0.485994,0.162011,0.26028,0.38609,0.478858,0.575744,0.762968,0.544314,0.169795,0.269519,0.44461,0.535032,0.647608,0.806897,0.05832
f3net,all,score_raw,high,0.621577,0.621577,89,103,0.48315,0.150928,0.253524,0.394326,0.492195,0.591375,0.703493,0.559922,0.159102,0.300271,0.456817,0.540549,0.647167,0.865427,0.076773
i3d,calibration,score_raw,low,0.39892,0.60108,36,36,0.69887,0.021491,0.657993,0.687201,0.699839,0.716395,0.729954,0.689382,0.024592,0.64217,0.67447,0.695,0.708071,0.722264,-0.009488
i3d,all,score_raw,low,0.478128,0.521872,89,103,0.698249,0.021313,0.65997,0.685466,0.69897,0.7161,0.730825,0.695629,0.021436,0.654417,0.683897,0.699027,0.71082,0.729152,-0.002621
videomae,calibration,score_raw,low,0.466049,0.533951,36,36,0.480979,0.112078,0.289962,0.388356,0.47945,0.572372,0.657817,0.463938,0.172553,0.204061,0.317588,0.454322,0.611084,0.722833,-0.017042
videomae,all,score_raw,low,0.481728,0.518272,89,103,0.460815,0.138877,0.213936,0.36638,0.471185,0.562982,0.668111,0.449875,0.1746,0.19037,0.319375,0.463644,0.581714,0.70804,-0.010941
xception_df40,calibration,score_raw,low,0.425154,0.574846,36,36,0.734753,0.149783,0.448887,0.655842,0.764755,0.835227,0.94306,0.696618,0.154865,0.453786,0.587013,0.717051,0.805202,0.940106,-0.038135
xception_df40,all,score_raw,low,0.498418,0.501582,89,103,0.735494,0.178911,0.429833,0.617127,0.763313,0.880497,0.978947,0.733152,0.180518,0.396337,0.624685,0.759216,0.863901,0.968047,-0.002342
