backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_f1,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.456198,0.543802,strict_0.50,True,True,0.7,0.7,0.7,2,0.5,0.3,0.421348,0.49833887043189373,9.441404,0.531915,0.421348,0.470219,1.120879,0.362637,9.441404,2.382979,75,66,103,116,29,34,104,55,30.333333,23.5,56,0,360,0,0.0,6
effort_clip_l14,score_raw,high,0.526608,0.526608,strict_0.50,True,True,0.98,0.98,0.98,2,0.4,0.25,0.342697,0.4603773584905661,10.412337,0.598039,0.342697,0.435714,0.758242,0.225275,10.412337,3.058824,61,41,117,141,27,23,104,49,30.333333,17.0,52,0,360,0,0.0,6
f3net,score_raw,high,0.505556,0.505556,strict_0.50,True,True,0.58,0.58,0.48,2,0.4,0.283333,0.539326,0.5765765765765766,6.694846,0.55814,0.539326,0.548571,1.516484,0.417582,6.694846,1.988372,96,76,82,106,30,46,104,76,30.333333,28.666667,57,0,360,0,0.0,6
i3d,score_raw,low,0.473639,0.526361,strict_0.50,True,True,0.33,0.33,0.23,3,0.0,0.0,0.634831,0.6384180790960453,6.46699,0.642045,0.634831,0.638418,1.252747,0.346154,6.46699,0.170455,113,63,65,119,5,38,104,65,30.333333,29.333333,5,0,360,0,0.0,6
videomae,score_raw,low,0.437214,0.562786,strict_0.50,True,True,0.53,0.53,0.48000000000000004,3,0.5,0.3,0.58427,0.6172106824925816,6.883154,0.587571,0.58427,0.585915,1.318681,0.401099,6.883154,1.186441,104,73,74,109,19,40,104,63,30.333333,29.5,35,0,360,0,0.0,6
xception_df40,score_raw,low,0.487838,0.512162,strict_0.50,True,True,0.28,0.28,0.18000000000000002,3,0.3,0.25,0.561798,0.5865102639296188,7.027558,0.561798,0.561798,0.561798,1.351648,0.428571,7.027558,0.977528,100,78,78,104,16,41,104,64,30.333333,29.666667,29,0,360,0,0.0,6
