backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_f1,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.498884,0.501116,strict_0.50,True,True,0.66,0.66,0.56,2,0.0,0.0,0.571429,0.5423728813559322,6.774519,0.516129,0.571429,0.542373,0.25,0.46875,6.774519,0.129032,16,15,12,17,4,8,104,69,32.0,31.0,4,0,60,0,0.0,6
effort_clip_l14,score_raw,high,0.52567,0.52567,strict_0.50,True,True,0.88,0.88,0.88,1,0.2,0.3,0.464286,0.52,8.637606,0.52,0.464286,0.490566,0.25,0.375,8.637606,1.0,13,12,15,20,15,8,104,57,32.0,25.0,25,0,60,0,0.0,6
f3net,score_raw,high,0.579241,0.579241,strict_0.50,True,True,0.49,0.49,0.44,1,0.2,0.3,0.678571,0.6229508196721312,4.774721,0.527778,0.678571,0.59375,0.40625,0.53125,4.774721,0.666667,19,17,9,15,16,13,104,83,32.0,36.0,24,0,60,0,0.0,6
i3d,score_raw,low,0.376116,0.623884,strict_0.50,True,True,0.31,0.31,0.26,2,0.0,0.0,0.642857,0.6666666666666666,7.350413,0.692308,0.642857,0.666667,0.15625,0.25,7.350413,0.153846,18,8,10,24,4,5,104,61,32.0,26.0,4,0,60,0,0.0,6
videomae,score_raw,high,0.516741,0.516741,strict_0.50,True,True,0.47,0.47,0.47,1,0.3,0.3,0.464286,0.5098039215686274,9.430288,0.5,0.464286,0.481481,0.34375,0.40625,9.430288,0.923077,13,13,15,19,16,11,104,55,32.0,26.0,24,0,60,0,0.0,6
xception_df40,score_raw,low,0.456473,0.543527,strict_0.50,True,True,0.17,0.17,0.17,3,0.0,0.0,0.714286,0.634920634920635,5.316298,0.571429,0.714286,0.634921,0.25,0.46875,5.316298,0.142857,20,15,8,17,5,8,104,79,32.0,35.0,5,0,60,0,0.0,6
