backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.505616,0.505616,71,79,0.344106,0.127483,0.15859,0.247835,0.345048,0.435688,0.529663,0.345587,0.131371,0.126074,0.254691,0.348211,0.432676,0.556181,0.001481
efficientnet_b4,all,score_raw,high,0.482118,0.482118,196,204,0.345971,0.136424,0.161484,0.242027,0.340252,0.429752,0.604883,0.336774,0.138634,0.126773,0.232318,0.333789,0.419908,0.564946,-0.009196
effort_clip_l14,calibration,score_raw,high,0.526119,0.526119,71,79,0.813742,0.200502,0.471639,0.677748,0.910407,0.968539,0.993004,0.826596,0.200149,0.477221,0.758356,0.920358,0.977009,0.998207,0.012853
effort_clip_l14,all,score_raw,high,0.558874,0.558874,196,204,0.792136,0.230729,0.231732,0.682832,0.861208,0.969325,0.99626,0.839081,0.186138,0.475456,0.767502,0.912693,0.980982,0.997975,0.046946
f3net,calibration,score_raw,high,0.582457,0.582457,71,79,0.496938,0.170621,0.264959,0.350979,0.4743,0.586342,0.805542,0.541948,0.191415,0.210493,0.419101,0.552978,0.673902,0.838984,0.045011
f3net,all,score_raw,high,0.582383,0.582383,196,204,0.504652,0.173173,0.253848,0.382273,0.485345,0.617985,0.8224,0.556112,0.189667,0.23933,0.42751,0.55008,0.68402,0.883779,0.05146
i3d,calibration,score_raw,high,0.504011,0.504011,71,79,0.690296,0.034677,0.616059,0.672255,0.695549,0.71797,0.728703,0.692286,0.030653,0.637361,0.677042,0.701348,0.716171,0.72615,0.00199
i3d,all,score_raw,high,0.490699,0.490699,195,204,0.694085,0.030284,0.639398,0.675135,0.701006,0.718918,0.728827,0.694172,0.028525,0.637782,0.678234,0.702808,0.715659,0.726796,8.7e-05
videomae,calibration,score_raw,low,0.427884,0.572116,71,79,0.490897,0.1925,0.194234,0.362792,0.507685,0.637286,0.766274,0.441492,0.194528,0.140835,0.303657,0.44406,0.584434,0.730399,-0.049405
videomae,all,score_raw,low,0.455782,0.544218,196,204,0.469428,0.199424,0.120201,0.32675,0.47333,0.619306,0.765388,0.436309,0.20098,0.063527,0.317454,0.435039,0.579621,0.736862,-0.033119
xception_df40,calibration,score_raw,low,0.495632,0.504368,71,79,0.704427,0.22551,0.265841,0.568652,0.787866,0.886691,0.954387,0.712628,0.203816,0.314359,0.611489,0.74127,0.857194,0.958406,0.0082
xception_df40,all,score_raw,low,0.492672,0.507328,196,204,0.73489,0.213079,0.334109,0.627349,0.793766,0.905461,0.98122,0.731594,0.213518,0.29758,0.616862,0.783806,0.909376,0.982282,-0.003296
